SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,bedrooms,bathrooms,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,latitude,longitude,crime_index,dist_0,dist_1,dist_2,dist_3,dist_4,dist_5,dist_6,dist_7
MLS Listing,,Condo/Co-op,70 Wordsworth St #3,Boston,MA,2128,465000,2.0,1.0,East Boston,964.0,,1910.0,6,482.0,204.0,Active,January-27-2019 12:00 PM,January-27-2019 01:30 PM,http://www.redfin.com/MA/Boston/70-Wordsworth-St-02128/unit-3/home/148733555,MLS PIN,72442542,N,Y,42.3849099,-71.0165905,2.2878853575768563,3.9530771917609124,5.316028485559328,6.962747713562753,3.845147845255614,5.049860346745025,2.3956486657152514,6.582423461097415,12.038982632394552
MLS Listing,,Condo/Co-op,300 Pier 4 Blvd Unit 5C,Boston,MA,2210,6060000,3.0,2.5,Seaport District,2020.0,,2019.0,6,3000.0,3610.0,Active,,,http://www.redfin.com/MA/Boston/300-Four-Blvd-02210/unit-5C/home/148733554,MLS PIN,72442541,N,Y,42.3521689,-71.04313940000002,2.5582273024406543,1.6677167927740588,4.1732192315041665,5.372175509759392,1.6681162328936632,2.742931342559109,0.9638071361159105,4.030833795867363,10.00915512316132
MLS Listing,,Condo/Co-op,300 Pier 4 Blvd Unit 7F,Boston,MA,2210,2799940,2.0,2.0,Seaport District,1573.0,,2019.0,6,1780.0,2410.0,Active,,,http://www.redfin.com/MA/Boston/300-Four-Blvd-02210/unit-7F/home/148733550,MLS PIN,72442539,N,Y,42.3521689,-71.04313940000002,2.5582273024406543,1.6677167927740588,4.1732192315041665,5.372175509759392,1.6681162328936632,2.742931342559109,0.9638071361159105,4.030833795867363,10.00915512316132
MLS Listing,,Single Family Residential,10 Crandall St,Boston,MA,2131,549900,3.0,1.5,Boston,1529.0,3200.0,1910.0,6,360.0,,Active,,,http://www.redfin.com/MA/Roslindale/10-Crandall-St-02131/home/9174601,MLS PIN,72442534,N,Y,42.281574,-71.1277115,2.5269420722025995,5.290324322986424,6.36898080871862,5.385377543642093,5.452418644883247,4.3546241269103,6.821923647336795,2.592647293060126,8.227567294541757
MLS Listing,,Condo/Co-op,776-778 Boylston Unit 6D,Boston,MA,2116,1999000,2.0,2.5,Back Bay,1474.0,,2008.0,6,1356.0,3304.0,Active,,,http://www.redfin.com/MA/Boston/776-Boylston-St-02199/unit-6D/home/148732893,MLS PIN,72442445,N,Y,42.348774799999994,-71.08134790000001,2.635152165183994,0.3307775326432001,2.594304813228695,3.4614906558516183,0.31477539382247766,0.909062861360279,1.752833425471841,2.6210172444375006,10.415813431195904
MLS Listing,,Condo/Co-op,65 67 Border St #5,Boston,MA,2128,658000,2.0,2.0,East Boston,962.0,,2018.0,7,684.0,230.0,Active,January-26-2019 11:00 AM,January-26-2019 01:00 PM,http://www.redfin.com/MA/Boston/65-67-Border-St-02128/unit-5/home/148732168,MLS PIN,72442397,N,Y,42.3717655,-71.04187320000001,2.4776516980357783,2.3857746560791835,3.9675146657091127,5.500862333818102,2.2689195463235055,3.473556125242184,0.8199872246958622,5.0518412848611565,11.317002813232335
MLS Listing,,Multi-Family (2-4 Unit),190 Kelton St,Boston,MA,2134,2550000,14.0,8.0,Allston,5295.0,2749.0,1920.0,7,482.0,,Active,,,http://www.redfin.com/MA/Allston/190-Kelton-St-02134/home/9000338,MLS PIN,72442376,N,Y,42.3475661,-71.1378193,2.4916045889260445,3.210818806519537,2.0328411612197455,0.8913828126335954,3.1897492770715976,2.317586366814076,4.449518829425764,2.8923036915358953,11.827851299069238
MLS Listing,,Condo/Co-op,110 Broad #503,Boston,MA,2110,1850000,1.0,2.0,Waterfront,1300.0,,2018.0,7,1423.0,910.0,Active,January-27-2019 01:00 PM,January-27-2019 02:30 PM,http://www.redfin.com/MA/Boston/110-Broad-St-02110/unit-503/home/113073560,MLS PIN,72442352,N,Y,42.35738920000001,-71.05205179999999,2.5689234365296105,1.36239138720799,3.6228793285415986,4.900035637577877,1.2986134745071392,2.474221578853073,0.44607570929766677,3.9563595538003837,10.470760634737022
MLS Listing,,Multi-Family (2-4 Unit),19 Bearse Ave,Boston,MA,2124,759000,3.0,2.0,Dorchester,1830.0,5500.0,1920.0,7,415.0,,Active,,,http://www.redfin.com/MA/Boston/19-Bearse-Ave-02124/home/9104335,MLS PIN,72442343,N,Y,42.271150799999994,-71.06318279999999,2.5595195754682365,5.307292861627354,7.636691133446014,7.405742855094464,5.511942515747969,4.9703059317709855,6.409002077789016,3.6248385054545094,5.316778053701464
MLS Listing,,Condo/Co-op,56 Belmont St #2,Boston,MA,2129,2079000,4.0,3.5,Charlestown,2545.0,,2018.0,7,817.0,311.0,Active,,,http://www.redfin.com/MA/Charlestown/56-Belmont-St-02129/unit-2/home/148731768,MLS PIN,72442339,N,Y,42.3820226,-71.0649355,2.4812448795273223,2.4368252857008716,2.844321767753484,4.54793441972868,2.2455786886473383,3.2907713109451975,1.3872503783045351,5.059553732430657,12.286030270018445
MLS Listing,,Condo/Co-op,45 Province St #2205,Boston,MA,2108,2799900,3.0,2.5,Midtown,1998.0,,2009.0,7,1401.0,1661.0,Active,January-26-2019 11:00 AM,January-26-2019 01:00 PM,http://www.redfin.com/MA/Boston/45-Province-St-02108/unit-2205/home/39913115,MLS PIN,72442313,N,Y,42.35723170000001,-71.0600121,2.5878729315306295,1.022460878943178,3.24169331216049,4.492709589233615,0.9262324058563914,2.1247974114833896,0.5537451609882508,3.690285942912796,10.57483769233356
MLS Listing,,Condo/Co-op,300 Pier 4 Blvd Unit 7G,Boston,MA,2210,4974200,3.0,3.5,Seaport District,2261.0,,2019.0,7,2200.0,3629.0,Active,,,http://www.redfin.com/MA/Boston/300-Four-Blvd-02210/unit-7G/home/148731037,MLS PIN,72442238,N,Y,42.3521689,-71.04313940000002,2.5582273024406543,1.6677167927740588,4.1732192315041665,5.372175509759392,1.6681162328936632,2.742931342559109,0.9638071361159105,4.030833795867363,10.00915512316132
MLS Listing,,Condo/Co-op,300 Pier 4 Blvd Unit 7L,Boston,MA,2210,2489000,2.0,2.0,Seaport District,1346.0,,2019.0,7,1849.0,2193.0,Active,,,http://www.redfin.com/MA/Boston/300-Four-Blvd-02210/unit-7L/home/148731025,MLS PIN,72442233,N,Y,42.3521689,-71.04313940000002,2.5582273024406543,1.6677167927740588,4.1732192315041665,5.372175509759392,1.6681162328936632,2.742931342559109,0.9638071361159105,4.030833795867363,10.00915512316132
MLS Listing,,Condo/Co-op,170 Tremont St #606,Boston,MA,2111,689000,1.0,1.0,Midtown,616.0,,1989.0,7,1119.0,633.0,Active,January-27-2019 12:00 PM,January-27-2019 01:30 PM,http://www.redfin.com/MA/Boston/170-Tremont-St-02111/unit-606/home/9232247,MLS PIN,72442226,N,Y,42.3536576,-71.063854,2.6066319552037527,0.7146202696198692,3.1579641517521697,4.306951097551218,0.6422775147664213,1.8239138135512962,0.8690120548529183,3.374939434262961,10.401511075330946
MLS Listing,,Condo/Co-op,300 Pier 4 Blvd Unit 8M,Boston,MA,2210,2088000,2.0,2.5,Seaport District,1392.0,,2019.0,7,1500.0,2173.0,Active,,,http://www.redfin.com/MA/Boston/300-Four-Blvd-02210/unit-8M/home/148730943,MLS PIN,72442216,N,Y,42.3521689,-71.04313940000002,2.5582273024406543,1.6677167927740588,4.1732192315041665,5.372175509759392,1.6681162328936632,2.742931342559109,0.9638071361159105,4.030833795867363,10.00915512316132
MLS Listing,,Condo/Co-op,188 Brookline Ave Unit 22H,Boston,MA,2215,1318000,1.0,1.0,The Fenway,815.0,,2018.0,7,1617.0,770.0,Active,,,http://www.redfin.com/MA/Boston/188-Brookline-Ave-02215/unit-22H/home/148730942,MLS PIN,72442215,N,Y,42.343773399999996,-71.10172179999999,2.6290006124142735,1.3871552572005128,2.2504123814020205,2.558075129206487,1.4131060380608875,0.49929363188243875,2.8190924558112647,2.0257773711489033,10.583707842316553
MLS Listing,,Condo/Co-op,300 Pier 4 Blvd Unit 2K,Boston,MA,2210,1496010,1.0,1.5,Seaport District,1061.0,,2019.0,7,1410.0,1750.0,Active,,,http://www.redfin.com/MA/Boston/300-Four-Blvd-02210/unit-2K/home/148730905,MLS PIN,72442207,N,Y,42.3521689,-71.04313940000002,2.5582273024406543,1.6677167927740588,4.1732192315041665,5.372175509759392,1.6681162328936632,2.742931342559109,0.9638071361159105,4.030833795867363,10.00915512316132
MLS Listing,,Condo/Co-op,10 Newburg #2,Boston,MA,2131,739900,3.0,2.5,Roslindale,1635.0,,1920.0,7,453.0,250.0,Active,,,http://www.redfin.com/MA/Boston/10-Newburg-St-02131/unit-2/home/147418652,MLS PIN,72442195,N,Y,42.285875399999995,-71.1381906,2.4916760048129625,5.343501071775694,6.134031222268904,5.013660977972795,5.490393887229755,4.338950412008062,6.900481813302056,2.664285894613985,8.836584912686735
MLS Listing,,Single Family Residential,126 Newton #126,Boston,MA,2135,999000,3.0,2.5,Brighton,2194.0,99999999.0,2018.0,7,455.0,,Active,January-26-2019 01:00 PM,January-26-2019 02:00 PM,http://www.redfin.com/MA/Boston/126-Newton-St-02135/unit-126/home/148730745,MLS PIN,72442188,N,Y,42.3560778,-71.16776709999999,2.267384326533991,4.780346665148984,2.7587012739140993,1.0340247909456284,4.732255028801039,3.952309674374266,5.863858756448331,4.3797718765892455,13.25145383096023
MLS Listing,,Condo/Co-op,106 13Th St #238,Boston,MA,2129,560000,1.0,1.0,Charlestown's Navy Yard,824.0,,1920.0,7,680.0,1219.0,Active,,,http://www.redfin.com/MA/Boston/106-13th-St-02129/unit-238/home/9051119,MLS PIN,72442166,N,Y,42.377705999999996,-71.0505749,2.475224142135284,2.431925249583476,3.531056596721611,5.154131756662602,2.275899535819652,3.4478377233360247,0.9771491650843337,5.131491166606087,11.812132773944215
MLS Listing,,Condo/Co-op,3531 Washington St #215,Boston,MA,2130,699000,2.0,2.0,Jamaica Plain,1170.0,,2019.0,7,597.0,9999.0,Active,January-26-2019 11:00 AM,January-26-2019 01:00 PM,http://www.redfin.com/MA/Boston/3531-Washington-St-02130/unit-215/home/148730695,MLS PIN,72442160,N,Y,42.3046968,-71.1092783,2.6372851725973394,3.4357728806915637,4.7864988197251686,4.183908819871698,3.5986391585945046,2.5252973431262022,4.9711673549661635,0.7408789975020166,8.609944762645055
MLS Listing,,Condo/Co-op,110 Stuart Ph 3,Boston,MA,2116,5199000,3.0,3.5,Back Bay,2574.0,,2009.0,7,2020.0,3516.0,Active,,,http://www.redfin.com/MA/Boston/110-Stuart-St-02116/unit-3/home/39878482,MLS PIN,72442159,N,Y,42.350792299999995,-71.0655898,2.6180440992957923,0.5367388298882646,3.17187897345269,4.237603484111567,0.5150879783211232,1.6470231637746513,1.0816360262562201,3.163608980140339,10.244095197354145
MLS Listing,,Condo/Co-op,300 Commercial St #506,Boston,MA,2109,769000,1.0,1.0,Waterfront,767.0,767.0,1900.0,7,1003.0,626.0,Active,,,http://www.redfin.com/MA/Boston/300-Commercial-St-02109/unit-506/home/9231569,MLS PIN,72442158,N,Y,42.3651152,-71.0514577,2.5376219401050193,1.7142302868869657,3.5245231936044292,4.9531317285695025,1.5981778414623211,2.8030055451323,0.1483560742410356,4.3883905800123095,10.978582886089432
MLS Listing,,Condo/Co-op,99 Everett St Unit 3A,Boston,MA,2128,675000,2.0,2.0,East Boston's Jeffries Point,893.0,,2019.0,7,756.0,290.0,Active,,,http://www.redfin.com/MA/Boston/99-Everett-St-02128/unit-3A/home/148730672,MLS PIN,72442157,N,Y,42.367163500000004,-71.034302,2.4687587480568887,2.4898866292648587,4.375948599726661,5.841042025481528,2.4094772725365705,3.6007327277658843,1.0198009282957927,5.069063930638907,10.93384051579658
MLS Listing,,Single Family Residential,33 White St,Boston,MA,2128,325000,4.0,1.0,Boston,1440.0,1400.0,1920.0,7,226.0,,Active,,,http://www.redfin.com/MA/Boston/33-White-St-02128/home/9120921,MLS PIN,72442119,N,Y,42.3803661,-71.03777099999999,2.417903651437408,2.964495174012309,4.200796651468077,5.834577771084254,2.831056683338207,4.028289341564744,1.4072861105434642,5.65093267200987,11.86201829884925
MLS Listing,,Multi-Family (2-4 Unit),22 Easton Ave,Boston,MA,2136,499000,3.0,2.0,Boston,1530.0,3725.0,1915.0,7,326.0,,Active,,,http://www.redfin.com/MA/Hyde-Park/22-Easton-Ave-02136/home/9136433,MLS PIN,72442114,N,Y,42.2502478,-71.1231043,2.4003280694281237,7.150952073222247,8.518910343679178,7.555073404794571,7.332635495804012,6.336668601982864,8.602882262677259,4.546595121522186,6.9461558209284515
MLS Listing,,Condo/Co-op,380 Bunker Hl #213,Boston,MA,2129,1099000,2.0,2.0,Charlestown,1298.0,,1907.0,7,847.0,594.0,Active,,,http://www.redfin.com/MA/Boston/380-Bunker-Hill-St-02129/unit-213/home/148730409,MLS PIN,72442088,N,Y,42.381908,-71.0693692,2.4872857363478644,2.3907507797448675,2.620843619666161,4.334190821940095,2.193404450682042,3.187687050092328,1.4890992599341084,4.968591006124067,12.34344101965902
MLS Listing,,Single Family Residential,0 Perkins St L:,Boston,MA,2129,999999,0.0,,Charlestown,99999.0,1970.0,2019.0,7,10.0,,Active,,,http://www.redfin.com/MA/Boston/Perkins-St-02129/home/148730220,MLS PIN,72442059,N,Y,42.3844394,-71.07911259999999,2.477775774259845,2.555592824402525,2.190044705462704,3.9540711975163783,2.3512286652783128,3.195635232588862,1.93273796365862,4.98638610286071,12.664618640913744
MLS Listing,,Condo/Co-op,111 Perkins #025,Boston,MA,2130,499000,2.0,1.0,Jamaica Plain,1068.0,,1963.0,7,467.0,879.0,Active,January-27-2019 11:30 AM,January-27-2019 12:30 PM,http://www.redfin.com/MA/Jamaica-Plain/111-Perkins-St-02130/unit-25/home/35624553,MLS PIN,72442041,N,Y,42.322215500000006,-71.11597420000001,2.6243198420946587,2.7264072138409534,3.5536605241559847,2.9677038079037947,2.8407099233726663,1.6415640126556188,4.287996025543614,0.8451451738438903,9.759217453467883
MLS Listing,,Condo/Co-op,2 Battery Wharf #2508,Boston,MA,2109,2349000,2.0,2.5,Waterfront,2162.0,,2009.0,7,1086.0,2819.0,Active,,,http://www.redfin.com/MA/Boston/2-Battery-Wharf-02109/unit-2508/home/25681565,MLS PIN,72442040,N,Y,42.367101500000004,-71.0504206,2.526255329001197,1.8497202376258712,3.556832811949284,5.020885632291035,1.727518658328288,2.931656039073212,0.2859769422522739,4.529886053266381,11.098567146325486
MLS Listing,,Single Family Residential,96 Rockwood St,Boston,MA,2130,4500000,8.0,5.5,Jamaica Plain,15059.0,205632.0,1895.0,7,299.0,,Active,,,http://www.redfin.com/MA/Jamaica-Plain/96-Rockwood-St-02130/home/9149169,MLS PIN,72442034,N,Y,42.312468,-71.1309725,2.5678096886152257,3.747431430995545,4.263943531910033,3.269290682201649,3.861395994444115,2.6601255385232547,5.309147641128406,1.4280535239280687,9.758786700709708
MLS Listing,,Condo/Co-op,166 Terrace St #401,Boston,MA,2120,599900,2.0,2.0,Mission Hill,1216.0,1216.0,1900.0,7,493.0,762.0,Active,,,http://www.redfin.com/MA/Boston/166-Terrace-St-02120/unit-401/home/148730079,MLS PIN,72442025,N,Y,42.3267436,-71.098524,2.661980416461132,1.8699824286331592,3.4080543785885022,3.3258265271192244,2.0137839280999965,0.9089796983267534,3.4338496358508626,0.8823583643949259,9.494856468065496
MLS Listing,,Condo/Co-op,340 Bunker Hill St Unit CHB,Boston,MA,2129,1249000,3.0,2.5,Charlestown,1723.0,,1899.0,7,725.0,785.0,Active,January-27-2019 01:30 PM,January-27-2019 03:00 PM,http://www.redfin.com/MA/Boston/340-Bunker-Hill-St-02129/unit-CHB/home/148730047,MLS PIN,72442014,N,Y,42.381231400000004,-71.0675379,2.4891624068561757,2.357991017000834,2.7029639502691953,4.404028427272674,2.1632191399386382,3.183404623345312,1.4002710080455254,4.958631330255864,12.27140900480616
MLS Listing,,Single Family Residential,179 W Second St,Boston,MA,2127,1750000,3.0,3.5,South Boston,1935.0,1339.0,2015.0,7,904.0,,Active,January-27-2019 11:30 AM,January-27-2019 01:00 PM,http://www.redfin.com/MA/Boston/179-W-2nd-St-02127/home/114037212,MLS PIN,72442011,N,Y,42.341497499999996,-71.05166080000001,2.6119216057680514,1.2707756015881155,4.114659316643092,5.0530937595393155,1.3752362745539788,2.1672830885354983,1.538556045594444,3.234269338487546,9.411049430669426
MLS Listing,,Single Family Residential,6 Whitman St,Boston,MA,2124,199900,5.0,2.0,Boston,2152.0,3479.0,1880.0,7,93.0,,Active,,,http://www.redfin.com/MA/Boston/6-Whitman-St-02124/home/9082792,MLS PIN,72441996,N,Y,42.2877436,-71.0771456,2.635145526541198,4.12807818672011,6.310515770782743,6.058865301204372,4.330297375691292,3.671077036746049,5.381145809459286,2.2763547805221096,6.659901367028242
MLS Listing,,Condo/Co-op,65 E India Row Unit 25D,Boston,MA,2110,739000,1.0,1.0,Waterfront,748.0,,1970.0,7,988.0,798.0,Active,,,http://www.redfin.com/MA/Boston/65-E-India-Row-02110/unit-25D/home/9260971,MLS PIN,72441995,N,Y,42.3576699,-71.05048590000001,2.563630257299044,1.441708724650343,3.6933391346592135,4.980009982443799,1.3803327875247662,2.5534367734799255,0.44965372687825234,4.024260777043797,10.468705290039667
MLS Listing,,Condo/Co-op,37 Mount Vernon St Unit 2R,Boston,MA,2125,550000,2.0,2.0,Dorchester's Uphams Corner,925.0,925.0,1909.0,8,595.0,250.0,Active,January-24-2019 05:30 PM,January-24-2019 07:00 PM,http://www.redfin.com/MA/Dorchester/37-Mt-Vernon-St-02125/unit-2R/home/18995529,MLS PIN,72441950,N,Y,42.321589,-71.057245,2.6490561974121523,2.01082594836819,4.797860508886071,5.278146539291623,2.2049361331263895,2.2459804173916336,2.9149018680250283,2.406263297748418,8.206807593068298
MLS Listing,,Condo/Co-op,1 Franklin St #3607,Boston,MA,2110,2495000,2.0,2.5,Midtown,1432.0,,2016.0,8,1742.0,1230.0,Active,,,http://www.redfin.com/MA/Boston/1-Franklin-St-02110/unit-3607/home/142943909,MLS PIN,72441929,N,Y,42.3563166,-71.0595573,2.5901458671463846,1.000696127320862,3.2859899205043592,4.517365424702957,0.9169343636081605,2.108354680975667,0.5939765938310316,3.6541515671513154,10.507604453880624
MLS Listing,,Condo/Co-op,2 Fernboro St #2,Boston,MA,2121,379000,3.0,1.0,Roxbury,944.0,,1890.0,8,401.0,,Active,,,http://www.redfin.com/MA/Boston/2-Fernboro-St-02121/unit-2/home/148726287,MLS PIN,72441928,N,Y,42.3114784,-71.07686700000001,2.674879652691235,2.49018044561743,4.81055150564577,4.854531379373459,2.6921355942246383,2.1190026852713824,3.7973969710870685,1.3656217493102707,8.016829953646631
MLS Listing,,Single Family Residential,289 Walnut Ave #289,Boston,MA,2119,539999,4.0,2.5,Boston,2440.0,3638.0,1890.0,8,221.0,,Active,January-26-2019 02:00 PM,January-26-2019 03:00 PM,http://www.redfin.com/MA/Boston/289-Walnut-Ave-02119/unit-289/home/147712609,MLS PIN,72441918,N,Y,42.316896,-71.093254,2.67251082290022,2.309808420691688,4.138309473181543,3.98825824694349,2.486809835142265,1.5575875303878373,3.815599693449215,0.5379883226106651,8.778313118124807
MLS Listing,,Single Family Residential,49 Hemman St,Boston,MA,2131,529900,3.0,1.0,Roslindale,1312.0,4264.0,1935.0,8,404.0,,Active,,,http://www.redfin.com/MA/Roslindale/49-Hemman-St-02131/home/9177698,MLS PIN,72441908,N,Y,42.2773835,-71.1310537,2.4986449542801967,5.626480707858844,6.670783585556615,5.641068889758111,5.788484868140759,4.688313856679894,7.157610030069562,2.9286725695808875,8.201503222323128
MLS Listing,,Townhouse,17 Park St #1,Boston,MA,2122,739900,2.0,2.5,Dorchester,2105.0,2105.0,2007.0,8,351.0,362.0,Active,January-26-2019 12:00 PM,January-26-2019 02:00 PM,http://www.redfin.com/MA/Boston/17-Park-St-02122/unit-1/home/12295529,MLS PIN,72441901,N,Y,42.3023146,-71.053786,2.628498597508818,3.306596562055269,5.958983899315718,6.166548952442318,3.5073225756007784,3.2853392462690354,4.23954063511291,2.6675580690447944,6.912184048684483
MLS Listing,,Multi-Family (2-4 Unit),110 Hamilton St,Boston,MA,2125,1049000,9.0,3.0,Dorchester's Meeting House Hill,4455.0,5500.0,1905.0,8,235.0,,Active,,,http://www.redfin.com/MA/Dorchester/110-Hamilton-St-02125/home/9071304,MLS PIN,72441898,N,Y,42.30739570000001,-71.0681853,2.663647380416375,2.79294059183402,5.269832028355452,5.374862968292715,2.9976194802037472,2.575163994440785,3.959113826088134,1.8597603387465238,7.553713878935093
MLS Listing,,Condo/Co-op,80 Lonsdale St #1,Boston,MA,2124,399000,3.0,1.0,Dorchester,1076.0,3520.0,1890.0,8,371.0,170.0,Active,,,http://www.redfin.com/MA/Boston/80-Lonsdale-St-02124/unit-1/home/11837975,MLS PIN,72441836,N,Y,42.291041,-71.0594153,2.6195887291388953,3.9811613792305662,6.4749844941918875,6.476310411235061,4.18537297299838,3.7798798057189003,5.026238629064192,2.7654029810719596,6.348278821091232
MLS Listing,,Condo/Co-op,10 Otis Pl Unit 4B,Boston,MA,2108,1750000,3.0,3.0,Beacon Hill,2060.0,,1927.0,8,850.0,945.0,Active,,,http://www.redfin.com/MA/Boston/10-Otis-Pl-02108/unit-4B/home/9254625,MLS PIN,72441827,N,Y,42.357033200000004,-71.0724566,2.6055876325164284,0.6696253022597121,2.6600805591751566,3.8559898960721477,0.48132471552896605,1.636023850379783,1.0666419312366684,3.3351515747705935,10.769647233329204
MLS Listing,,Condo/Co-op,85 Willow Ct #303,Boston,MA,2125,799000,2.0,2.0,Dorchester,1376.0,,2018.0,8,581.0,1.0,Active,January-24-2019 05:30 PM,January-24-2019 07:30 PM,http://www.redfin.com/MA/Dorchester/85-Willow-Ct-02125/unit-303/home/148725666,MLS PIN,72441792,N,Y,42.324844899999995,-71.0641578,2.6613487889561416,1.6633444056171307,4.396485671271444,4.859780045445237,1.8640143823614217,1.8266782712282927,2.7375185529119093,2.1259031370454484,8.549597838144216
MLS Listing,,Condo/Co-op,40 Cushing #1,Boston,MA,2125,425000,1.0,1.0,Dorchester,748.0,,1900.0,8,568.0,210.0,Active,,,http://www.redfin.com/MA/Boston/40-Cushing-Ave-02125/unit-1/home/9326585,MLS PIN,72441785,N,Y,42.3151364,-71.0644181,2.6630843152956167,2.3021128889094515,4.921168816279249,5.199772773508582,2.505733136969227,2.257745795609094,3.399301867391852,1.9884355219750725,7.9439650764435354
MLS Listing,,Multi-Family (5+ Unit),60 E Springfield St,Boston,MA,2118,5600000,8.0,6.0,South End,4938.0,1331.0,1910.0,8,1134.0,,Active,,,http://www.redfin.com/MA/Boston/60-E-Springfield-St-02118/home/9285316,MLS PIN,72441770,N,Y,42.335656,-71.074444,2.661590894223787,0.820477437155565,3.487046871720403,4.062900840990892,1.0244620681288394,1.0301001497958895,2.210588065543665,2.077540919056237,9.445038093667183
MLS Listing,,Condo/Co-op,350 North St #400,Boston,MA,2113,995000,2.0,1.0,Waterfront,927.0,,1986.0,8,1073.0,679.0,Active,,,http://www.redfin.com/MA/Boston/350-North-St-02113/unit-400/home/9230990,MLS PIN,72441761,N,Y,42.3655019,-71.0520585,2.5376057914153325,1.7118823996814037,3.4898022230492862,4.925180515355504,1.5917359212762758,2.796309663928459,0.14743743391112496,4.391262506740752,11.012089859654509
MLS Listing,,Single Family Residential,71 Clearwater Dr,Boston,MA,2126,579000,3.0,1.5,Mattapan,1201.0,6600.0,1947.0,8,482.0,,Active,,,http://www.redfin.com/MA/Mattapan/71-Clearwater-Dr-02126/home/9158603,MLS PIN,72441747,N,Y,42.274693,-71.0775634,2.591660351632319,5.029099055038133,7.1570755067700755,6.791628172980084,5.231305723455596,4.5477927008285,6.266562167333095,3.042517477081175,5.9834041062977485
MLS Listing,,Condo/Co-op,456 Meridian St #2,Boston,MA,2128,629000,2.0,2.0,Boston,1029.0,2500.0,1944.0,8,611.0,200.0,Active,,,http://www.redfin.com/MA/Boston/456-Meridian-St-02128/unit-2/home/148725355,MLS PIN,72441735,N,Y,42.3822496,-71.03945809999999,2.4138122420061165,3.0119159776472824,4.13162267904751,5.787217451057555,2.8706866940239055,4.060683059263892,1.4705702986914784,5.706240144614764,12.004989919686741
MLS Listing,,Condo/Co-op,692 Tremont St #2,Boston,MA,2118,875000,1.0,2.0,South End,1052.0,1052.0,1899.0,8,832.0,456.0,Active,January-26-2019 11:00 AM,January-26-2019 01:00 PM,http://www.redfin.com/MA/Boston/692-Tremont-St-02118/unit-2/home/16872130,MLS PIN,72441720,N,Y,42.340779299999994,-71.0769653,2.6536353133559736,0.4757547332955257,3.1389635500711313,3.8183419251459134,0.6724321819941175,0.8717606943497911,1.9829025453074203,2.2610784344181396,9.820450838813658
MLS Listing,,Townhouse,45 Constellation Wharf #45,Boston,MA,2129,1799000,3.0,3.5,Charlestown,2756.0,2756.0,1987.0,8,653.0,1996.0,Active,,,http://www.redfin.com/MA/Boston/45-Constellation-Wharf-02129/unit-45/home/145626993,MLS PIN,72441711,N,Y,42.3738922,-71.0494339,2.4916876106701427,2.244397941081232,3.5784320653317088,5.148814390845504,2.100657903936604,3.290863731833563,0.7338411079866066,4.941813999611201,11.542511484525066
MLS Listing,,Condo/Co-op,59 Hano St #59,Boston,MA,2134,679900,3.0,2.5,Allston,1284.0,1546.0,1890.0,8,530.0,,Active,,,http://www.redfin.com/MA/Allston/59-Hano-St-02134/unit-59/home/148725027,MLS PIN,72441663,N,Y,42.355334899999995,-71.137721,2.467414331461592,3.2505041533964723,1.5749001554622046,0.5500786042875973,3.1958834413713606,2.497139504235479,4.3408623401043345,3.329631253182855,12.25623880397792
MLS Listing,,Multi-Family (2-4 Unit),42 Chelsea St,Boston,MA,2128,1100000,6.0,6.0,East Boston,3170.0,1140.0,1900.0,8,347.0,,Active,,,http://www.redfin.com/MA/Boston/42-Chelsea-St-02128/home/11835384,MLS PIN,72441643,N,Y,42.371113,-71.03770290000001,2.4649922895975926,2.513022806088193,4.182498951173588,5.7041079787796996,2.4085787750778866,3.612421317270753,0.9633840933452991,5.15306185866616,11.232576266035291
MLS Listing,,Multi-Family (2-4 Unit),48 Selden St,Boston,MA,2124,535000,6.0,3.0,Boston,4080.0,6547.0,1905.0,8,131.0,,Active,,,http://www.redfin.com/MA/Boston/48-Selden-St-02124/home/9089814,MLS PIN,72441628,N,Y,42.2811767,-71.0783062,2.6156757793753815,4.582942964474289,6.719341044647644,6.395024487276784,4.784814613693005,4.101157212312833,5.836403586441454,2.6272938309709626,6.343855667470497
MLS Listing,,Multi-Family (2-4 Unit),20 Williams Ave,Boston,MA,2136,349900,4.0,2.0,Boston,2032.0,5550.0,1910.0,8,172.0,,Active,,,http://www.redfin.com/MA/Hyde-Park/20-Williams-Ave-02136/home/9129461,MLS PIN,72441500,N,Y,42.2509615,-71.1185551,2.420000820226109,7.027429271327154,8.46758157104261,7.549239312832213,7.211726315344204,6.237443015593576,8.463839507266368,4.451585711536013,6.751824666661153
MLS Listing,,Condo/Co-op,28 Ripley Rd #3,Boston,MA,2121,359999,3.0,1.0,Dorchester,1017.0,,1906.0,8,354.0,190.0,Active,,,http://www.redfin.com/MA/Dorchester/28-Ripley-Rd-02121/unit-3/home/148724333,MLS PIN,72441495,N,Y,42.2992279,-71.07649559999999,2.6604689605917926,3.3348547951435257,5.585346585512919,5.465525368659181,3.5372212965089767,2.9162668874436934,4.603312094382595,1.725748421309359,7.287518292541697
