SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,bedrooms,bathrooms,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,latitude,longitude,crime_index,dist_0,dist_1,dist_2,dist_3,dist_4,dist_5,dist_6,dist_7
MLS Listing,,Multi-Family (2-4 Unit),11 Everett,Boston,MA,2128,650000,2.0,2.0,East Boston's Jeffries Point,1598.0,1062.0,1910.0,1,407.0,,Active,,,http://www.redfin.com/MA/Boston/11-Everett-St-02128/home/9116098,MLS PIN,72444885,N,Y,42.368432,-71.037235,2.4753898908649354,2.416534279598722,4.218242524063338,5.701942588224056,2.324218029340666,3.5233431121903838,0.9020714256350917,5.030161446972487,11.046238971162738
MLS Listing,,Condo/Co-op,654 E.Seventh St Unit A-1,Boston,MA,2127,795500,2.0,2.0,South Boston,1266.0,,2018.0,1,628.0,155.0,Active,January-26-2019 11:30 AM,January-26-2019 01:00 PM,http://www.redfin.com/MA/Boston/654-E-7th-St-02127/unit-A-1/home/150345849,MLS PIN,72444869,N,Y,42.3324813,-71.0341532,2.5636856215314854,2.3403599447220844,5.205430935535152,6.081289637477647,2.4606913260921948,3.0970735380670016,2.3778375588694924,3.750392356113134,8.582064332804078
MLS Listing,,Townhouse,167 Poplar St #3,Boston,MA,2131,849900,3.0,2.0,Roslindale,2034.0,,2018.0,1,418.0,336.0,Active,January-26-2019 12:00 PM,January-26-2019 02:00 PM,http://www.redfin.com/MA/Boston/167-Poplar-St-02131/unit-3/home/150308605,MLS PIN,72444854,N,Y,42.2827269,-71.1279757,2.529461461703919,5.228987821819057,6.290523688019966,5.30468130075987,5.389863372690172,4.287221911750476,6.763502798419235,2.530060376948321,8.285733902693076
MLS Listing,,Condo/Co-op,25 Mercer St #2,Boston,MA,2127,759000,2.0,2.0,South Boston,1002.0,,2016.0,1,757.0,211.0,Active,January-27-2019 11:30 AM,January-27-2019 01:00 PM,http://www.redfin.com/MA/Boston/25-Mercer-St-02127/unit-2/home/87931761,MLS PIN,72444847,N,Y,42.3326312,-71.04926009999998,2.6195802467704645,1.6762306272282521,4.5704456101933975,5.342716046699215,1.827879030862371,2.333850890194149,2.1589453671311554,3.0356585032616663,8.789955020860619
MLS Listing,,Condo/Co-op,73 Mt Vernon Unit Parlor,Boston,MA,2108,3695000,3.0,3.5,Beacon Hill,3013.0,3266.0,1899.0,1,1226.0,791.0,Active,January-26-2019 12:30 PM,January-26-2019 01:30 PM,http://www.redfin.com/MA/Boston/73-Mount-Vernon-St-02108/unit-Parlor/home/150245582,MLS PIN,72444833,N,Y,42.3584787,-71.0667925,2.594457006227051,0.8671828385081142,2.88669580069463,4.145161387321926,0.714583995978425,1.9103181667556677,0.7629603287336417,3.5662031048695653,10.765078154297779
MLS Listing,,Condo/Co-op,366 Dorchester St #7,Boston,MA,2127,699000,2.0,1.0,South Boston,1183.0,1183.0,2002.0,1,591.0,459.0,Active,January-26-2019 12:00 PM,January-26-2019 01:30 PM,http://www.redfin.com/MA/Boston/366-Dorchester-St-02127/unit-7/home/9317762,MLS PIN,72444828,N,Y,42.330200899999994,-71.0552875,2.638820812889282,1.5688336992570244,4.443842065858568,5.113420636222853,1.744667663605185,2.0778420563985116,2.3162393139121664,2.6853656162321253,8.72822594058889
MLS Listing,,Townhouse,167 Poplar St #1,Boston,MA,2131,829900,3.0,2.5,Roslindale,2034.0,,2018.0,1,408.0,336.0,Active,January-26-2019 12:00 PM,January-26-2019 02:00 PM,http://www.redfin.com/MA/Boston/167-Poplar-St-02131/unit-1/home/150213598,MLS PIN,72444819,N,Y,42.2827269,-71.1279757,2.529461461703919,5.228987821819057,6.290523688019966,5.30468130075987,5.389863372690172,4.287221911750476,6.763502798419235,2.530060376948321,8.285733902693076
MLS Listing,,Condo/Co-op,35 Nonantum St Unit E,Boston,MA,2135,465000,1.0,1.0,Brighton,968.0,,1894.0,1,480.0,391.0,Active,January-26-2019 12:30 PM,January-26-2019 02:00 PM,http://www.redfin.com/MA/Brighton/35-Nonantum-St-02135/unit-E/home/150130316,MLS PIN,72444787,N,Y,42.350109700000004,-71.1688489,2.2790283548012162,4.802730421843131,3.009472161393474,1.2141775085792044,4.772084655087558,3.9075278359282475,5.970198296616093,4.165933950446533,12.980538157496662
MLS Listing,,Townhouse,17a Albemarle St #1,Boston,MA,2115,1295000,2.0,2.5,Back Bay,1634.0,,1891.0,1,793.0,386.0,Active,January-25-2019 12:00 PM,January-25-2019 01:30 PM,http://www.redfin.com/MA/Boston/17-Albemarle-St-02115/unit-1/home/9255020,MLS PIN,72444779,N,Y,42.34209439999999,-71.08289079999999,2.6517001542847662,0.5474591804563528,2.8679362508078374,3.5017895132753174,0.687118159226127,0.5922062698200343,2.1136818262428836,2.1740529258620285,10.030630633834962
MLS Listing,,Condo/Co-op,37-39 Gallivan Blvd #2,Boston,MA,2124,499900,4.0,2.0,Dorchester,2000.0,,1930.0,1,250.0,189.0,Active,January-27-2019 12:00 PM,January-27-2019 01:30 PM,http://www.redfin.com/MA/Boston/37-Gallivan-Blvd-02124/unit-2/home/150032186,MLS PIN,72444749,N,Y,42.2781503,-71.0772856,2.604592358242831,4.79019823032013,6.934127595793822,6.598130721980605,4.992463026331304,4.3162427850877245,6.029829969057195,2.8358334068187285,6.151379534725266
MLS Listing,,Condo/Co-op,39 HEWLETT St #2,Boston,MA,2131,579000,3.0,1.5,Roslindale,1193.0,4320.0,1925.0,1,485.0,196.0,Active,January-26-2019 11:00 AM,January-26-2019 12:00 PM,http://www.redfin.com/MA/Roslindale/39-Hewlett-St-02131/unit-2/home/150032140,MLS PIN,72444748,N,Y,42.2902053,-71.13506890000001,2.5182088854451194,5.009002254258434,5.814804446608278,4.735624549998131,5.15451965580657,4.000599729048171,6.567649402509515,2.336955099070868,8.887652056134034
MLS Listing,,Multi-Family (2-4 Unit),10 Malta St,Boston,MA,2126,750000,6.0,3.0,Mattapan,3663.0,4000.0,1905.0,1,205.0,,Active,February-2-2019 12:00 PM,February-2-2019 02:00 PM,http://www.redfin.com/MA/Mattapan/10-Malta-St-02126/home/9161885,MLS PIN,72444740,N,Y,42.2653012,-71.0977116,2.5434038069653955,5.7926951209622555,7.559467617877212,6.903552446943869,5.986364429312659,5.122109173765967,7.158830692128615,3.4036858102053342,6.323282239369389
MLS Listing,,Condo/Co-op,263 E Cottage St #3,Boston,MA,2125,599000,4.0,2.0,Dorchester's Savin Hill,1313.0,99999999.0,1920.0,1,456.0,175.0,Active,January-26-2019 11:00 AM,January-26-2019 01:00 PM,http://www.redfin.com/MA/Boston/263-E-Cottage-St-02125/unit-3/home/17393752,MLS PIN,72444739,N,Y,42.31835,-71.0579019,2.650918233082157,2.198564840741608,4.946064102984657,5.359851309789358,2.396012877274045,2.349651372046385,3.140190928684826,2.3372014376920704,8.012107657221273
MLS Listing,,Townhouse,1B Drayton Ave Unit 1B,Boston,MA,2125,370000,3.0,1.5,Boston,1588.0,,2004.0,1,233.0,,Active,,,http://www.redfin.com/MA/Boston/1B-Drayton-Ave-02125/unit-1B/home/149947679,MLS PIN,72444734,N,Y,42.311838,-71.0707008,2.670194065964507,2.4740478832734083,4.939882116657904,5.079342914018201,2.678560720921768,2.2462371504135774,3.686696711604773,1.6757511838105006,7.884843875716773
MLS Listing,,Condo/Co-op,22 Sheafe St #1,Boston,MA,2113,1050000,2.0,2.0,North End,1279.0,,1900.0,1,821.0,188.0,Active,January-26-2019 12:00 PM,January-26-2019 01:30 PM,http://www.redfin.com/MA/Boston/22-Sheafe-St-02113/unit-1/home/9319766,MLS PIN,72444717,N,Y,42.366214500000005,-71.05587879999999,2.5440307279297105,1.6222410475417737,3.288929958899726,4.736194857385673,1.4846324403088882,2.68308684858397,0.2045936822885597,4.318034776294015,11.110013197508913
MLS Listing,,Condo/Co-op,89 13Th St Unit A,Boston,MA,2129,444953,1.0,1.0,Charlestown,676.0,,1989.0,1,658.0,333.0,Active,January-26-2019 12:00 PM,January-26-2019 01:30 PM,http://www.redfin.com/MA/Boston/89-13th-St-02129/unit-A/home/9052038,MLS PIN,72444687,N,Y,42.378505100000005,-71.05231490000001,2.4755876420928544,2.435416671367015,3.4472102622526144,5.083154872292902,2.273649490307461,3.4343350426616595,1.0216730870738941,5.132684139021765,11.886265522683825
MLS Listing,,Condo/Co-op,27-29 Commonwealth Ave #1,Newton,MA,2467,519999,1.0,1.0,Newton,735.0,14993.0,1927.0,2,707.0,521.0,Active,January-26-2019 12:00 PM,January-26-2019 01:00 PM,http://www.redfin.com/MA/Chestnut-Hill/27-29-Commonwealth-Ave-02467/unit-1/home/19003438,MLS PIN,72444683,N,Y,42.3401215,-71.16778570000001,2.314207721608028,4.772870626679834,3.3911266111591334,1.6130224204589747,4.771741645612514,3.783874139394897,6.064824924032342,3.7516436921874394,12.441649778041679
MLS Listing,,Multi-Family (2-4 Unit),116 Farquhar St,Boston,MA,2131,1199000,9.0,5.0,Roslindale,4432.0,6000.0,1985.0,2,271.0,,Active,January-24-2019 11:00 AM,January-24-2019 12:00 PM,http://www.redfin.com/MA/Roslindale/116-Farquhar-St-02131/home/11507438,MLS PIN,72444623,N,Y,42.2913843,-71.1388869,2.5019583346544074,5.068741006963043,5.764916392633929,4.631763119111219,5.208392305881547,4.039965365866323,6.6319450846610835,2.423276994315293,9.092195935591059
MLS Listing,,Condo/Co-op,1 Franklin St #1205,Boston,MA,2110,1668000,2.0,2.0,Midtown,1161.0,,2016.0,2,1437.0,1158.0,Active,January-26-2019 12:00 PM,January-26-2019 01:00 PM,http://www.redfin.com/MA/Boston/1-Franklin-St-02110/unit-1205/home/108382031,MLS PIN,72444568,N,Y,42.3563166,-71.0595573,2.5901458671463846,1.000696127320862,3.2859899205043592,4.517365424702957,0.9169343636081605,2.108354680975667,0.5939765938310316,3.6541515671513154,10.507604453880624
MLS Listing,,Condo/Co-op,1 Franklin St #4304,Boston,MA,2110,4495000,3.0,3.0,Midtown,2096.0,,2016.0,2,2145.0,2814.0,Active,January-26-2019 01:00 PM,January-26-2019 02:00 PM,http://www.redfin.com/MA/Boston/1-Franklin-St-02110/unit-4304/home/145254643,MLS PIN,72444567,N,Y,42.3563166,-71.0595573,2.5901458671463846,1.000696127320862,3.2859899205043592,4.517365424702957,0.9169343636081605,2.108354680975667,0.5939765938310316,3.6541515671513154,10.507604453880624
MLS Listing,,Condo/Co-op,150 Lincoln St Unit 5A,Boston,MA,2111,999000,2.0,1.0,Leather District,1470.0,,1900.0,2,680.0,882.0,Active,January-26-2019 12:00 PM,January-26-2019 01:30 PM,http://www.redfin.com/MA/Boston/150-Lincoln-St-02111/unit-5A/home/9264034,MLS PIN,72444544,N,Y,42.351069,-71.05824150000001,2.604119390931828,0.8973676006570637,3.4946720098238617,4.6092144688875365,0.8917784040881859,1.99376809943649,0.9050331120664167,3.42005492916536,10.141909745714281
MLS Listing,,Condo/Co-op,386 Commercial St Unit 3E,Boston,MA,2109,749000,2.0,1.0,Waterfront,970.0,,1925.0,2,772.0,471.0,Active,January-27-2019 12:00 PM,January-27-2019 01:00 PM,http://www.redfin.com/MA/Boston/386-Commercial-St-02109/unit-3E/home/9270718,MLS PIN,72444533,N,Y,42.366554799999996,-71.0519357,2.5327744955746176,1.7694464981884792,3.4850381403391433,4.939383305475049,1.6446519947764644,2.848298359231077,0.2140127682448465,4.453487707478638,11.0809108183369
MLS Listing,,Single Family Residential,66 Harold St,Boston,MA,2119,875000,4.0,2.5,Harriswood Crescent District - Horatio Harris Park,3954.0,2357.0,1889.0,2,221.0,,Active,January-27-2019 12:30 PM,January-27-2019 02:00 PM,http://www.redfin.com/MA/Boston/66-Harold-St-02119/home/9295112,MLS PIN,72444528,N,Y,42.318619,-71.0889739,2.676029588509069,2.1182626481671307,4.103884004137213,4.063772371791862,2.302126749502503,1.4602430759586247,3.600515889867978,0.784737658764458,8.759264985016951
MLS Listing,,Condo/Co-op,990 Centre St #4,Boston,MA,2130,478000,2.0,2.0,Jamaica Plain,1200.0,,1885.0,2,398.0,1081.0,Active,January-25-2019 04:00 PM,January-25-2019 06:00 PM,http://www.redfin.com/MA/Jamaica-Plain/990-Centre-St-02130/unit-4/home/148752923,MLS PIN,72444526,N,Y,42.3069498,-71.1235023,2.5951647162951232,3.7402757038868795,4.608008374549657,3.747057178100824,3.877151584916378,2.7081110407691265,5.305393561375952,1.1605569193468597,9.218932807013028
MLS Listing,,Condo/Co-op,260 Beacon #5,Boston,MA,2116,3150000,3.0,3.0,Back Bay,2600.0,2600.0,1900.0,2,1212.0,1136.0,Active,January-27-2019 12:00 PM,January-27-2019 01:00 PM,http://www.redfin.com/MA/Boston/260-Beacon-St-02116/unit-5/home/145869747,MLS PIN,72444518,N,Y,42.353650200000004,-71.0802561,2.6204179501901077,0.49773474374385707,2.4308103369939995,3.4700460216364553,0.3223983111982956,1.2030676840833947,1.5281522222315764,2.9505944476996624,10.701773316905257
MLS Listing,,Condo/Co-op,54 Bryon Rd #2,Boston,MA,2467,349000,1.0,1.0,West Roxbury's Chestnut Hill,625.0,,1955.0,2,558.0,251.0,Active,January-27-2019 01:00 PM,January-27-2019 02:00 PM,http://www.redfin.com/MA/Chestnut-Hill/54-Bryon-Rd-02467/unit-2/home/148752394,MLS PIN,72444423,N,Y,42.301198299999996,-71.16756679999999,2.333800949394531,5.714368160594364,5.576416709707409,4.060682238697102,5.8080662322515915,4.605765540842671,7.255902933944035,3.4208967139948774,10.67621950233938
MLS Listing,,Single Family Residential,39 Round Hl,Boston,MA,2130,849000,9.0,2.5,Boston,1900.0,3484.0,1910.0,2,447.0,,Active,January-26-2019 11:00 AM,January-26-2019 01:30 PM,http://www.redfin.com/MA/Jamaica-Plain/39-Round-Hill-St-02130/home/9146846,MLS PIN,72444404,N,Y,42.32476320000001,-71.1059748,2.6495376015603647,2.229006301273061,3.442434449260676,3.1455619187951442,2.3582885484035376,1.187978064851901,3.7954731364919594,0.7260098616002175,9.594519073534922
MLS Listing,,Multi-Family (2-4 Unit),270 Princeton St,Boston,MA,2128,1100000,5.0,3.0,East Boston,3681.0,2475.0,1890.0,2,299.0,,Active,,,http://www.redfin.com/MA/Boston/270-Princeton-St-02128/home/9120733,MLS PIN,72444394,N,Y,42.3799985,-71.0298816,2.3859771301176824,3.221887820769896,4.599811872378359,6.218925468534444,3.104750281067672,4.3090895719352575,1.656366943847282,5.8799123754807745,11.77486364889684
MLS Listing,,Single Family Residential,73 Nelson St,Boston,MA,2124,289000,3.0,1.0,Boston,1131.0,1150.0,1875.0,2,256.0,,Active,,,http://www.redfin.com/MA/Boston/73-Nelson-St-02124/home/9088738,MLS PIN,72444360,N,Y,42.2810117,-71.08207829999999,2.6162014018339814,4.605265501878845,6.672336570857693,6.29920476429212,4.805581393455638,4.079203653584376,5.892217188857859,2.5492957611052858,6.46196997197609
MLS Listing,,Condo/Co-op,30 Peterborough St #26,Boston,MA,2215,650000,1.0,1.0,The Fenway,647.0,647.0,1900.0,2,1005.0,433.0,Active,January-26-2019 12:00 PM,January-26-2019 02:00 PM,http://www.redfin.com/MA/Boston/30-Peterborough-St-02215/unit-26/home/9240991,MLS PIN,72444349,N,Y,42.3437719,-71.0960887,2.6380802673369814,1.1051657756965216,2.3808565310607497,2.826095806550931,1.1445027598832533,0.3182373374460476,2.571428345694304,2.056929776660511,10.442137428232837
MLS Listing,,Condo/Co-op,85 E India Row Unit 38C,Boston,MA,2110,1699000,1.0,2.0,Waterfront,1226.0,1226.0,1972.0,2,1386.0,1400.0,Active,,,http://www.redfin.com/MA/Boston/85-E-India-Row-02110/unit-38C/home/9261898,MLS PIN,72444330,N,Y,42.3581217,-71.0498232,2.560141676832428,1.4865421136910364,3.7166081608990487,5.013799874860868,1.4233054827008937,2.598335923333158,0.4350780843375967,4.070149987337632,10.490275833644478
MLS Listing,,Single Family Residential,59 River St,Boston,MA,2108,3250000,4.0,4.0,Beacon Hill,2848.0,900.0,1900.0,2,1141.0,,Active,,,http://www.redfin.com/MA/Boston/59-River-St-02108/home/9254471,MLS PIN,72444333,N,Y,42.3574553,-71.07047929999999,2.6023487221483492,0.7246959353216043,2.7397409917361317,3.9567095423477996,0.5496959855438157,1.726442474853971,0.9629664175837672,3.4094972986663357,10.761709046538007
MLS Listing,,Single Family Residential,185 Sycamore St,Boston,MA,2131,634900,3.0,1.5,Roslindale,1589.0,4500.0,1870.0,2,400.0,,Active,,,http://www.redfin.com/MA/Roslindale/185-Sycamore-St-02131/home/9179089,MLS PIN,72444325,N,Y,42.2866804,-71.1223267,2.5628095085334692,4.846813873328047,6.0040604983695856,5.103200487580258,5.0104989260818,3.923123187058544,6.375639398978715,2.1518370942056144,8.225628853632712
MLS Listing,,Condo/Co-op,39 HEWLETT St #1,Boston,MA,2131,549000,2.0,1.5,Roslindale,1045.0,4320.0,1925.0,2,525.0,188.0,Active,January-26-2019 11:00 AM,January-26-2019 12:00 PM,http://www.redfin.com/MA/Roslindale/39-Hewlett-St-02131/unit-1/home/148751724,MLS PIN,72444281,N,Y,42.2902053,-71.13506890000001,2.5182088854451194,5.009002254258434,5.814804446608278,4.735624549998131,5.15451965580657,4.000599729048171,6.567649402509515,2.336955099070868,8.887652056134034
MLS Listing,,Condo/Co-op,118 Chandler St #5,Boston,MA,2116,899000,1.0,1.0,South End,770.0,770.0,1890.0,2,1168.0,259.0,Active,January-25-2019 11:30 AM,January-25-2019 01:00 PM,http://www.redfin.com/MA/Boston/118-Chandler-St-02116/unit-5/home/9251427,MLS PIN,72444279,N,Y,42.346007,-71.073819,2.639909877221239,0.12429624842597767,3.011806493555949,3.877690811950966,0.32199490631737276,1.1230403930252606,1.6001227459840168,2.648317234018169,10.087671523680095
MLS Listing,,Condo/Co-op,396 Beacon St #1,Boston,MA,2116,589900,1.0,1.0,Boston,562.0,,1870.0,3,1050.0,355.0,Active,February-9-2019 11:00 AM,February-9-2019 12:30 PM,http://www.redfin.com/MA/Boston/396-Beacon-St-02116/unit-1/home/9245396,MLS PIN,72444236,N,Y,42.352277799999996,-71.0853226,2.6240174627687676,0.6170483613519768,2.282218211878663,3.2224152846929073,0.511082523387111,0.9877832548540844,1.8025192840931847,2.7675465315438843,10.719995214358397
MLS Listing,,Condo/Co-op,1 Franklin St #2703,Boston,MA,2110,3495000,3.0,3.0,Midtown,1741.0,,2016.0,3,2007.0,1962.0,Active,,,http://www.redfin.com/MA/Boston/1-Franklin-St-02110/unit-2703/home/144861105,MLS PIN,72444195,N,Y,42.3563166,-71.0595573,2.5901458671463846,1.000696127320862,3.2859899205043592,4.517365424702957,0.9169343636081605,2.108354680975667,0.5939765938310316,3.6541515671513154,10.507604453880624
MLS Listing,,Condo/Co-op,178 Brighton Ave Unit 1A,Boston,MA,2134,499900,3.0,2.0,Allston,1776.0,,1920.0,3,281.0,405.0,Active,January-27-2019 01:00 PM,January-27-2019 03:00 PM,http://www.redfin.com/MA/Allston/178-Brighton-Ave-02134/unit-1A/home/148750402,MLS PIN,72444177,N,Y,42.352929100000004,-71.1333895,2.4972847098768955,3.007040237455696,1.5999301034270585,0.8199294399741224,2.9613714705149934,2.2256299420931485,4.147931004503482,3.0728268555394163,11.9923112284128
MLS Listing,,Single Family Residential,215 Perham St,Boston,MA,2132,635000,3.0,1.5,West Roxbury,1316.0,5000.0,1930.0,3,483.0,,Active,,,http://www.redfin.com/MA/West-Roxbury/215-Perham-St-02132/home/9212650,MLS PIN,72444093,N,Y,42.2865693,-71.1683151,2.2992352378721836,6.36408603692684,6.51194102661222,5.052574970189594,6.479868579693889,5.278203961833543,7.927239401156477,3.850348258479739,10.154556283801405
MLS Listing,,Multi-Family (2-4 Unit),458 Columbia Rd,Boston,MA,2125,399000,6.0,6.0,Dorchester's Savin Hill,3150.0,3316.0,2019.0,3,127.0,,Active,,,http://www.redfin.com/MA/Dorchester/458-Columbia-Rd-02125/home/28689696,MLS PIN,72444084,N,Y,42.3133196,-71.06846479999999,2.66832864759866,2.385850683318315,4.911602885134409,5.106143724730301,2.5905253676896534,2.225158781406463,3.5613297576853635,1.7822819448126657,7.922598310384598
MLS Listing,,Condo/Co-op,1 Franklin St #2508,Boston,MA,2110,2395000,2.0,2.0,Midtown,1566.0,,2016.0,3,1529.0,1411.0,Active,,,http://www.redfin.com/MA/Boston/1-Franklin-St-02110/unit-2508/home/145254530,MLS PIN,72444067,N,Y,42.3563166,-71.0595573,2.5901458671463846,1.000696127320862,3.2859899205043592,4.517365424702957,0.9169343636081605,2.108354680975667,0.5939765938310316,3.6541515671513154,10.507604453880624
MLS Listing,,Single Family Residential,648 W Roxbury Pkwy,Boston,MA,2131,1800000,5.0,3.5,Roslindale,4482.0,8015.0,1910.0,3,402.0,,Active,January-26-2019 12:00 PM,January-26-2019 02:00 PM,http://www.redfin.com/MA/Roslindale/648-W-Roxbury-Pkwy-02131/home/9174320,MLS PIN,72444052,N,Y,42.283774,-71.1468244,2.4385172808755993,5.732615295232062,6.360295055755765,5.1348841019897815,5.872719171554238,4.7035572350282155,7.295274869583643,3.077748591637117,9.118808825174659
MLS Listing,,Townhouse,21 Chickatawbut St #2,Boston,MA,2122,749000,3.0,3.5,Dorchester,2045.0,,2018.0,3,366.0,250.0,Active,,,http://www.redfin.com/MA/Boston/21-Chickatawbut-St-02122/unit-2/home/147104853,MLS PIN,72444010,N,Y,42.286767299999994,-71.04667950000001,2.572517314916192,4.439760946263692,7.057358723020897,7.147996068702707,4.640520528976658,4.367695541266208,5.324727158416664,3.4703222917840453,5.785281811213075
MLS Listing,,Multi-Family (2-4 Unit),163-165 Tremont St,Newton,MA,2458,980000,6.0,2.0,Newton,2736.0,3630.0,1918.0,4,358.0,,Active,January-26-2019 12:00 PM,January-26-2019 02:00 PM,http://www.redfin.com/MA/Newton/163-Tremont-St-02458/home/11472150,MLS PIN,72443993,N,Y,42.352360600000004,-71.1749988,2.2206852755663267,5.125057014998354,3.2047435765170063,1.4506186623739765,5.0884595283551715,4.246977903613803,6.259799192670255,4.512177808871268,13.308098085983941
MLS Listing,,Condo/Co-op,137 N #2,Boston,MA,2127,499000,1.0,1.0,Boston,565.0,,1900.0,4,883.0,160.0,Active,,,http://www.redfin.com/MA/Boston/137-N-St-02127/unit-2/home/148747257,MLS PIN,72443931,N,Y,42.3336304,-71.03132099999999,2.549400792230877,2.438851933696671,5.285614859128154,6.197957366719437,2.54978969213769,3.2295615074554176,2.372588184704595,3.9136177432393637,8.630005029201643
MLS Listing,,Condo/Co-op,137 N #1,Boston,MA,2127,799000,3.0,2.0,Boston,1100.0,,1900.0,4,726.0,190.0,Active,,,http://www.redfin.com/MA/Boston/137-N-St-02127/unit-1/home/148747248,MLS PIN,72443926,N,Y,42.3336304,-71.03132099999999,2.549400792230877,2.438851933696671,5.285614859128154,6.197957366719437,2.54978969213769,3.2295615074554176,2.372588184704595,3.9136177432393637,8.630005029201643
MLS Listing,,Condo/Co-op,45 Temple St Ph 2,Boston,MA,2108,9200000,3.0,3.5,Beacon Hill,2940.0,,2019.0,5,3129.0,5290.0,Active,,,http://www.redfin.com/MA/Boston/45-Temple-Pl-02111/unit-2/home/148737400,MLS PIN,72443804,N,Y,42.35489929999999,-71.06191770000001,2.599342489554088,0.8453066202281029,3.2119230018117615,4.400557265740394,0.766170738071083,1.9536572453254393,0.7415318213520534,3.5030091955571336,10.451328864484472
MLS Listing,,Condo/Co-op,241 Perkins St Unit D605,Boston,MA,2130,975000,2.0,3.0,Jamaica Plain,2459.0,,1987.0,6,397.0,2434.0,Active,,,http://www.redfin.com/MA/Boston/241-Perkins-St-02130/unit-D605/home/9143504,MLS PIN,72442748,N,Y,42.321732399999995,-71.12224559999999,2.603139425162418,2.9997267135517975,3.5858495298261177,2.8339815538359603,3.103323097242907,1.8986018449750413,4.553110113307255,1.0965654014778208,9.935333563656268
MLS Listing,,Condo/Co-op,131-133 Williams St #1,Boston,MA,2130,614000,2.0,2.0,Jamaica Plain,1003.0,,1910.0,6,612.0,200.0,Active,,,http://www.redfin.com/MA/Boston/131-Williams-St-02130/unit-1/home/148042230,MLS PIN,72442746,N,Y,42.304019200000006,-71.1051559,2.64586603802846,3.37473721566749,4.860066734021013,4.327743608744343,3.5447228402653344,2.513086148200918,4.892688825721035,0.7263621748965581,8.436251180686556
MLS Listing,,Condo/Co-op,131-133 Williams St #2,Boston,MA,2130,614000,2.0,2.0,Jamaica Plain,963.0,,1910.0,6,638.0,200.0,Active,,,http://www.redfin.com/MA/Boston/131-Williams-St-02130/unit-2/home/148042275,MLS PIN,72442745,N,Y,42.304019200000006,-71.1051559,2.64586603802846,3.37473721566749,4.860066734021013,4.327743608744343,3.5447228402653344,2.513086148200918,4.892688825721035,0.7263621748965581,8.436251180686556
MLS Listing,,Multi-Family (5+ Unit),358-366 Hanover St,Boston,MA,2109,4750000,9.0,9.0,North End,9876.0,2678.0,,6,481.0,,Active,,,http://www.redfin.com/MA/Boston/358-Hanover-St-02109/home/148735002,MLS PIN,72442709,N,Y,42.365283000000005,-71.053249,2.5416267155213514,1.6592723030682521,3.432191298973181,4.863026592738182,1.5359281366025768,2.7400526749937844,0.10893905850673406,4.3429522289749345,11.012874066770303
MLS Listing,,Condo/Co-op,170 Tremont St #1801,Boston,MA,2111,1325000,3.0,2.0,Midtown,1430.0,,1991.0,6,927.0,1952.0,Active,,,http://www.redfin.com/MA/Boston/170-Tremont-St-02111/unit-1801/home/9232403,MLS PIN,72442702,N,Y,42.3536576,-71.063854,2.6066319552037527,0.7146202696198692,3.1579641517521697,4.306951097551218,0.6422775147664213,1.8239138135512962,0.8690120548529183,3.374939434262961,10.401511075330946
MLS Listing,,Condo/Co-op,1 Huntington #201,Boston,MA,2116,1199000,1.0,1.0,Back Bay,810.0,,2000.0,6,1480.0,792.0,Active,,,http://www.redfin.com/MA/Boston/1-Huntington-Ave-02116/unit-201/home/9303719,MLS PIN,72442620,N,Y,42.3486909,-71.0782388,2.6349583875192124,0.1791143119050881,2.7193582350205023,3.619013011501762,0.18110152384966322,1.024155824379272,1.6306194468787876,2.687832052486998,10.346476146182457
MLS Listing,,Multi-Family (2-4 Unit),182 W 8th St,Boston,MA,2127,949000,4.0,2.5,South Boston,1890.0,1010.0,1900.0,6,502.0,,Active,January-26-2019 12:00 PM,January-26-2019 01:30 PM,http://www.redfin.com/MA/Boston/182-W-8th-St-02127/home/9195547,MLS PIN,72442613,N,Y,42.3338348,-71.0521328,2.626276061998521,1.5092967733024294,4.403576198422475,5.1764998787017,1.663624718493384,2.1735934520556377,2.0654882861486774,2.9391890611087583,8.91371233177725
MLS Listing,,Condo/Co-op,463 Rutherford Ave #305,Boston,MA,2129,759000,2.0,2.0,Boston,1120.0,5000.0,2015.0,6,678.0,586.0,Active,January-27-2019 11:30 AM,January-27-2019 01:30 PM,http://www.redfin.com/MA/Boston/463-Rutherford-Ave-02129/unit-305/home/148734054,MLS PIN,72442612,N,Y,42.3808565,-71.0713251,2.495104209414748,2.3081953904459422,2.507848129765276,4.214207213116216,2.1088104075286855,3.082198677308718,1.4870784573186508,4.866126007419326,12.3041772166796
MLS Listing,,Single Family Residential,7 Bruce St,Boston,MA,2124,525000,4.0,2.0,Boston,2765.0,4500.0,1920.0,6,190.0,,Active,,,http://www.redfin.com/MA/Boston/7-Bruce-St-02124/home/9093147,MLS PIN,72442603,N,Y,42.287664899999996,-71.0592432,2.6102248150717724,4.211344078991376,6.685163549933844,6.6510956304655435,4.415670066031931,3.9913162509991507,5.258396603692552,2.914535147244849,6.142145634365305
