latitude,longitude,room_type,bathrooms,bedrooms,beds,price,crime_index,cluster_index,dist_0,dist_1,dist_2,dist_3,dist_4,dist_5,dist_6,dist_7,dist_mbta_1,dist_mbta_2,dist_mbta_3,mbta_1,mbta_2,mbta_3
42.36524120736776,-71.02936148859783,Entire home/apt,1.0,1.0,1.0,125.0,2.965166964409425,1,2.641661111618772,4.642326363152117,6.08056185253697,2.579149010099,3.7527448186592993,1.2492295524039452,5.157274682872956,10.76285494331533,0.007910023865230589,0.009495065051275505,0.010203913678944899,140.0,108.0,144.0
42.329808504236226,-71.09559469348262,Entire home/apt,1.0,1.0,1.0,145.0,4.732337126460056,0,1.6115803545316818,3.2607321164089713,3.3116135729749954,1.7544426998614282,0.6716523290538534,3.1763662052000683,1.1301350262164707,9.594614214681462,0.0017293931483392147,0.00774916844416528,0.00774916844416528,130.0,227.0,274.0
42.329940605699676,-71.093505106791,Entire home/apt,1.0,1.0,2.0,169.0,4.994253393645931,0,1.5368502360932734,3.2937791526985745,3.3932616404653504,1.6866955006325444,0.6571854508435451,3.0982158991107522,1.1797136362820064,9.54726639722173,0.002475106417692341,0.006456780096839761,0.006456780096839761,130.0,227.0,274.0
42.35918691518732,-71.06265110707376,Entire home/apt,1.0,1.0,1.0,99.0,5.7718852897674555,1,1.0265117909545871,3.068958624309837,4.357653535601534,0.8967081050696909,2.1008244884513747,0.5562560613710437,3.722036418852383,10.744369969297136,0.00232935202432543,0.002758304709062747,0.002758304709062747,103.0,104.0,36.0
42.35849698264322,-71.06201144020238,Entire home/apt,1.0,1.0,1.0,154.0,5.950802584523773,1,1.0110542530735191,3.115606374013531,4.389912397952618,0.890896339259459,2.0956905969712447,0.5591198708135862,3.701207275567368,10.689012395601955,0.00226259737943471,0.00226259737943471,0.0023172652823886895,36.0,104.0,37.0
42.34337078514997,-71.09870840549256,Entire home/apt,1.0,1.0,1.0,259.0,5.0040957185530335,0,1.242061241176069,2.341359779366238,2.7112603023050585,1.2787116911157068,0.36560049873235556,2.6999371479554584,2.0098740095970404,10.483055681736435,0.003432834429115542,0.006001108671286732,0.00628315790635588,208.0,78.0,45.0
42.35025967200265,-71.08471827768018,Entire home/apt,1.0,1.0,1.0,179.0,4.694585147235719,0,0.5268001447321297,2.3974006697542793,3.273480231705797,0.4649497440981874,0.881324216740012,1.8411044266094385,2.6474441585847326,10.580497079526422,0.004266472975746945,0.005584978785782839,0.006635957442754003,42.0,92.0,91.0
42.35411529429635,-71.07441444576361,Entire home/apt,1.0,1.0,1.0,259.0,4.531309050236981,1,0.4557084255112526,2.665985848251306,3.7654525186279524,0.25919550291295157,1.4207476377764796,1.2519647713570476,3.1103015720269274,10.617841955950873,0.004515404641192362,0.00554546682871071,0.00554546682871071,39.0,91.0,40.0
42.34422661526431,-71.0778781826634,Entire home/apt,1.0,1.0,1.0,279.0,5.119531558416545,0,0.26869859357050074,2.9375957745548615,3.70511938433682,0.4460208753668557,0.8837928122281704,1.829736509939022,2.431135327727605,10.056759430856486,0.0035620938177467407,0.0035620938177467407,0.0035620938177467407,209.0,127.0,228.0
42.353359183082155,-71.13034354292151,Entire home/apt,1.0,2.0,4.0,250.0,4.841136044171096,3,2.856378365879191,1.5086595108665726,0.951595703745827,2.8076401347406397,2.0983558797805193,3.989195342766536,3.0237752227344137,11.92735957330767,0.0031976745435749734,0.005626207293586783,0.0060113348400895475,53.0,52.0,54.0
