SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,574 Ashmont St #1,Boston,MA,02122,447000,2,1.0,Dorchester's Ashmont,885,,1930,5,505,200,Active,,,http://www.redfin.com/MA/Boston/574-Ashmont-St-02122/unit-1/home/103192375,MLS PIN,72453343,N,Y,42.2897924,-71.0503206
MLS Listing,,Single Family Residential,13 Wenlock Rd,Boston,MA,02122,1099000,3,3.5,Dorchester's Neponset,4139,5955,2017,5,266,,Active,,,http://www.redfin.com/MA/Boston/13-Wenlock-Rd-02122/home/144359305,MLS PIN,72453288,N,Y,42.2847837,-71.0484612
MLS Listing,,Condo/Co-op,100 Lovejoy Wharf Unit 6D,Boston,MA,02114,1942812,3,3.0,Waterfront,1664,,2017,5,1168,1748,Active,,,http://www.redfin.com/MA/Boston/100-Lovejoy-Wharf-02114/unit-6D/home/160466768,MLS PIN,72453280,N,Y,42.3664296,-71.059825
MLS Listing,,Multi-Family (2-4 Unit),26 Babson St,Boston,MA,02126,599000,6,2.0,Mattapan,3226,5569,1915,5,186,,Active,,,http://www.redfin.com/MA/Mattapan/26-Babson-St-02126/home/160466337,MLS PIN,72453231,N,Y,42.2757824,-71.0922336
MLS Listing,,Condo/Co-op,477-481 Harrison Ave Unit 4B,Boston,MA,02118,2250000,3,2.0,South End,1687,,2016,5,1334,1028,Active,,,http://www.redfin.com/MA/Boston/477-481-Harrison-Ave-02118/unit-4B/home/160465963,MLS PIN,72453178,N,Y,42.342069,-71.066698
MLS Listing,,Condo/Co-op,43 Royal Ave #3,Cambridge,MA,02138,789900,2,2.0,Cambridge,1138,,1905,5,694,250,Active,,,http://www.redfin.com/MA/Cambridge/43-Royal-Ave-02138/unit-3/home/160465901,MLS PIN,72453162,N,Y,42.3826139,-71.132479
MLS Listing,,Condo/Co-op,558 E 8th St #1,Boston,MA,02127,729900,2,2.0,South Boston,1031,1031,1900,5,708,185,Active,,,http://www.redfin.com/MA/Boston/558-E-8th-St-02127/unit-1/home/11739763,MLS PIN,72453152,N,Y,42.3315491,-71.0391864
MLS Listing,,Condo/Co-op,41 Vershire St Unit L,Boston,MA,02132,339900,2,1.0,West Roxbury,775,775,1960,5,439,,Active,,,http://www.redfin.com/MA/West-Roxbury/41-Vershire-St-02132/unit-L/home/9323527,MLS PIN,72453126,N,Y,42.2714117,-71.1473814
MLS Listing,,Condo/Co-op,121 Salem St Unit 2D,Boston,MA,02113,484000,1,1.0,North End,500,500,1920,5,968,190,Active,,,http://www.redfin.com/MA/Boston/121-Salem-St-02113/unit-2D/home/9278425,MLS PIN,72453105,N,Y,42.3645604,-71.0553766
MLS Listing,,Multi-Family (2-4 Unit),7-9 Waldeck St,Boston,MA,02124,798900,8,2.0,Dorchester,4133,5596,1880,5,193,,Active,,,http://www.redfin.com/MA/Boston/7-Waldeck-St-02124/home/160465516,MLS PIN,72453090,N,Y,42.2951031,-71.0666997
MLS Listing,,Single Family Residential,5 Daniel Ct,Boston,MA,02136,359000,3,1.0,Hyde Park,1640,5604,1960,5,219,,Active,,,http://www.redfin.com/MA/Hyde-Park/5-Daniel-Ct-02136/home/9132908,MLS PIN,72453078,N,Y,42.2521726,-71.1410917
MLS Listing,,Condo/Co-op,2 Meyer St #2,Boston,MA,02131,525000,4,2.0,Roslindale,1466,9000,1898,6,358,195,Active,,,http://www.redfin.com/MA/Boston/2-Meyer-St-02131/unit-2/home/113227233,MLS PIN,72453059,N,Y,42.2892178,-71.114795
MLS Listing,,Townhouse,166 Beacon St #2,Boston,MA,02116,2350000,2,2.0,Back Bay,1849,1849,1890,6,1271,822,Active,,,http://www.redfin.com/MA/Boston/166-Beacon-St-02116/unit-2/home/9251812,MLS PIN,72453057,N,Y,42.3547262,-71.076279
MLS Listing,,Condo/Co-op,230 Beacon St Unit 9B,Boston,MA,02116,1049900,1,1.0,Back Bay,1013,,1890,6,1036,669,Active,,,http://www.redfin.com/MA/Boston/230-Beacon-St-02116/unit-9B/home/160465182,MLS PIN,72453050,N,Y,42.3539699,-71.0789213
MLS Listing,,Condo/Co-op,213 E Eagle #2,Boston,MA,02128,549900,2,2.0,Boston,1082,,2019,6,508,209,Active,,,http://www.redfin.com/MA/Boston/213-E-Eagle-St-02128/unit-2/home/148100444,MLS PIN,72453043,N,Y,42.3811801,-71.0326675
MLS Listing,,Condo/Co-op,213 E Eagle #7,Boston,MA,02128,679900,3,2.0,Boston,1110,,2019,6,613,257,Active,,,http://www.redfin.com/MA/Boston/213-E-Eagle-St-02128/unit-7/home/148344682,MLS PIN,72453042,N,Y,42.3811801,-71.0326675
MLS Listing,,Condo/Co-op,16 Boardman St #33,Boston,MA,02128,639900,2,2.0,East Boston,1079,,2018,6,593,350,Active,,,http://www.redfin.com/MA/Boston/16-Boardman-St-02128/unit-33/home/160465040,MLS PIN,72453027,N,Y,42.3874289,-71.0089407
MLS Listing,,Multi-Family (2-4 Unit),342 W Third St,Boston,MA,02127,949000,3,2.5,South Boston,1836,935,1880,6,517,,Active,,,http://www.redfin.com/MA/Boston/342-W-3rd-St-02127/home/9199017,MLS PIN,72453009,N,Y,42.3365031,-71.0449133
MLS Listing,,Condo/Co-op,131 Park Dr Ph 36,Boston,MA,02215,629000,1,1.0,The Fenway,575,575,1910,6,1094,349,Active,,,http://www.redfin.com/MA/Boston/131-Park-Dr-02215/unit-36/home/9241381,MLS PIN,72453005,N,Y,42.3418555,-71.0978955
MLS Listing,,Condo/Co-op,70 Bremen #201,Boston,MA,02128,589900,2,1.0,East Boston,746,,2017,6,791,412,Active,,,http://www.redfin.com/MA/Boston/70-Bremen-St-02128/unit-201/home/143987163,MLS PIN,72452987,N,Y,42.3703794,-71.037391
MLS Listing,,Single Family Residential,21 George St,Boston,MA,02136,524900,4,1.5,Hyde Park,2200,6600,1900,6,239,,Active,,,http://www.redfin.com/MA/Hyde-Park/21-George-St-02136/home/9164883,MLS PIN,72452963,N,Y,42.2642443,-71.1078781
MLS Listing,,Multi-Family (2-4 Unit),599 River St,Boston,MA,02126,825000,9,3.0,Mattapan,3924,6161,1910,6,210,,Active,,,http://www.redfin.com/MA/Mattapan/599-River-St-02126/home/9162053,MLS PIN,72452944,N,Y,42.266466,-71.097755
MLS Listing,,Single Family Residential,118 M St,Boston,MA,02127,925000,3,2.0,Boston,1939,925,1890,6,477,,Active,,,http://www.redfin.com/MA/Boston/118-M-St-02127/home/9192950,MLS PIN,72452915,N,Y,42.3338952,-71.0330853
MLS Listing,,Condo/Co-op,4362 Washington St #3,Boston,MA,02131,499000,3,2.0,Roslindale,1560,,1905,6,320,250,Active,,,http://www.redfin.com/MA/Boston/4362-Washington-St-02131/unit-3/home/12441513,MLS PIN,72452888,N,Y,42.2823693,-71.1319547
MLS Listing,,Condo/Co-op,100 Lovejoy Wharf Unit 11K,Boston,MA,02114,1346000,2,2.0,Waterfront,1351,,2017,6,996,1449,Active,,,http://www.redfin.com/MA/Boston/100-Lovejoy-Wharf-02114/unit-11K/home/160464048,MLS PIN,72452886,N,Y,42.3664296,-71.059825
MLS Listing,,Condo/Co-op,100 Lovejoy Wharf Unit 3G,Boston,MA,02114,1236000,2,2.0,Waterfront,1161,,2017,6,1065,1178,Active,,,http://www.redfin.com/MA/Boston/100-Lovejoy-Wharf-02114/unit-3G/home/160463914,MLS PIN,72452870,N,Y,42.3664296,-71.059825
MLS Listing,,Condo/Co-op,100 Lovejoy Wharf Unit 5P,Boston,MA,02114,825128,1,1.0,Waterfront,748,,2017,6,1103,786,Active,,,http://www.redfin.com/MA/Boston/100-Lovejoy-Wharf-02114/unit-5P/home/160463874,MLS PIN,72452860,N,Y,42.3664296,-71.059825
MLS Listing,,Condo/Co-op,75 Clarendon St #508,Boston,MA,02116,1060000,2,1.0,South End,788,788,1989,6,1345,562,Active,,,http://www.redfin.com/MA/Boston/75-Clarendon-St-02116/unit-508/home/9235590,MLS PIN,72452854,N,Y,42.3471254,-71.0731632
MLS Listing,,Condo/Co-op,102 Granite Ave #3,Boston,MA,02124,549000,2,2.0,Boston,1050,871,1930,6,523,150,Active,,,http://www.redfin.com/MA/Boston/102-Granite-Ave-02124/unit-3/home/12314578,MLS PIN,72452851,N,Y,42.2799296,-71.0543056
MLS Listing,,Condo/Co-op,30 Woodward St #1,Boston,MA,02127,525000,1,1.0,South Boston,671,671,1900,6,782,136,Active,,,http://www.redfin.com/MA/Boston/30-Woodward-St-02127/unit-1/home/18982664,MLS PIN,72452847,N,Y,42.3314209,-71.0558724
MLS Listing,,Condo/Co-op,32 Traveler St #202,Boston,MA,02118,1349000,2,2.0,South End,1139,,2016,6,1184,1003,Active,,,http://www.redfin.com/MA/Boston/32-Traveler-St-02118/unit-202/home/64202098,MLS PIN,72452838,N,Y,42.3446088,-71.0638983
MLS Listing,,Multi-Family (2-4 Unit),68 Wildwood St,Boston,MA,02126,969900,9,6.0,Mattapan,4122,3500,1905,6,235,,Active,,,http://www.redfin.com/MA/Mattapan/68-Wildwood-St-02126/home/9161332,MLS PIN,72452830,N,Y,42.2825702,-71.0893089
MLS Listing,,Condo/Co-op,14 Farquhar St #2,Boston,MA,02131,499900,3,1.5,Roslindale,1136,,1900,6,440,192,Active,,,http://www.redfin.com/MA/Boston/14-Farquhar-St-02131/unit-2/home/69442228,MLS PIN,72452823,N,Y,42.2889991,-71.1355896
MLS Listing,,Multi-Family (2-4 Unit),57 + 59 Hemman St,Boston,MA,02131,1250000,6,4.0,Roslindale,2770,14715,1915,6,451,,Active,,,http://www.redfin.com/MA/Boston/59-Hemman-St-02131/home/139818823,MLS PIN,72452807,N,Y,42.2772641,-71.1306187
MLS Listing,,Condo/Co-op,121 Portland St #903,Boston,MA,02114,875000,1,1.5,Midtown,829,,2017,6,1055,637,Active,,,http://www.redfin.com/MA/Boston/121-Portland-St-02114/unit-903/home/145558268,MLS PIN,72452797,N,Y,42.3635838,-71.0605017
MLS Listing,,Condo/Co-op,1245 Adams St Unit B210,Boston,MA,02124,719000,2,2.0,Dorchester's Lower Mills,1284,1284,1900,6,560,794,Active,,,http://www.redfin.com/MA/Boston/1245-Adams-St-02124/unit-B210/home/148127493,MLS PIN,72452730,N,Y,42.2710751,-71.0686728
MLS Listing,,Single Family Residential,11 Valentine St,Boston,MA,02119,450000,2,1.5,Boston,1482,2541,1895,6,304,,Active,,,http://www.redfin.com/MA/Boston/11-Valentine-St-02119/home/21719652,MLS PIN,72452731,N,Y,42.3219823,-71.092547
MLS Listing,,Condo/Co-op,84 Roseclair #2,Boston,MA,02125,539900,2,1.0,Dorchester,994,,1880,6,543,200,Active,,,http://www.redfin.com/MA/Boston/84-Roseclair-St-02125/unit-2/home/9321049,MLS PIN,72452728,N,Y,42.3213851,-71.0575289
MLS Listing,,Condo/Co-op,1267 Cambridge St #2,Cambridge,MA,02139,649000,2,1.0,Inman Square,878,,1884,6,739,181,Active,,,http://www.redfin.com/MA/Cambridge/1267-Cambridge-St-02139/unit-2/home/11557227,MLS PIN,72452724,N,Y,42.373591,-71.0985917
MLS Listing,,Condo/Co-op,1 Franklin St #3409,Boston,MA,02110,1549000,1,1.0,Boston,821,,2016,6,1887,1100,Active,February-23-2019 02:00 PM,February-23-2019 03:00 PM,http://www.redfin.com/MA/Boston/1-Franklin-St-02110/unit-3409/home/145254598,MLS PIN,72452694,N,Y,42.3563166,-71.0595573
MLS Listing,,Condo/Co-op,12 Stoneholm #417,Boston,MA,02115,449900,1,1.0,The Fenway,420,,2006,6,1071,496,Active,,,http://www.redfin.com/MA/Boston/12-Stoneholm-St-02115/unit-417/home/12440214,MLS PIN,72452636,N,Y,42.3458257,-71.0886264
MLS Listing,,Condo/Co-op,45 Province St #1406,Boston,MA,02108,1450000,2,2.0,Boston,1405,,2007,6,1032,1173,Active,,,http://www.redfin.com/MA/Boston/45-Province-St-02108/unit-1406/home/27789807,MLS PIN,72452634,N,Y,42.3572317,-71.0600121
MLS Listing,,Condo/Co-op,106 Otis St #1,Cambridge,MA,02141,699000,2,1.0,Cambridge,1076,,1854,6,650,250,Active,,,http://www.redfin.com/MA/Cambridge/106-Otis-St-02141/unit-1/home/11552652,MLS PIN,72452626,N,Y,42.3705535,-71.0829818
MLS Listing,,Condo/Co-op,36 Central Ave #8,Milton,MA,02186,799000,2,2.0,Milton,1364,,2010,6,586,454,Active,February-24-2019 12:00 PM,February-24-2019 01:30 PM,http://www.redfin.com/MA/Milton/36-Central-Ave-02186/unit-8/home/160460916,MLS PIN,72452602,N,Y,42.2689517,-71.0732226
MLS Listing,,Condo/Co-op,39 Fenton #4,Boston,MA,02122,485000,3,2.0,Dorchester,1492,,2004,6,325,400,Active,,,http://www.redfin.com/MA/Boston/39-Fenton-St-02122/unit-4/home/9330513,MLS PIN,72452598,N,Y,42.3033132,-71.056553
MLS Listing,,Condo/Co-op,120 Norway St #3,Boston,MA,02115,599000,1,1.5,The Fenway,690,,1920,6,868,321,Active,,,http://www.redfin.com/MA/Boston/120-Norway-St-02115/unit-3/home/9234216,MLS PIN,72452571,N,Y,42.3450123,-71.0888743
MLS Listing,,Condo/Co-op,453 Washington St Unit 4E,Boston,MA,02111,749000,1,1.0,Midtown,830,830,1900,6,902,480,Active,,,http://www.redfin.com/MA/Boston/453-Washington-St-02111/unit-4E/home/113232157,MLS PIN,72452534,N,Y,42.3552894,-71.060869
MLS Listing,,Condo/Co-op,25 Custer St #6,Boston,MA,02130,399000,2,1.0,Jamaica Plain,799,,1965,6,499,220,Active,,,http://www.redfin.com/MA/Boston/25-Custer-St-02130/unit-6/home/9147921,MLS PIN,72452531,N,Y,42.3075254,-71.1172855
MLS Listing,,Condo/Co-op,254 Bremen St #2,Boston,MA,02128,489000,3,1.0,East Boston,800,2000,1900,6,611,243,Active,,,http://www.redfin.com/MA/Boston/254-Bremen-St-02128/unit-2/home/160459783,MLS PIN,72452529,N,Y,42.3749115,-71.0321424
MLS Listing,,Condo/Co-op,262 Monsignor Blvd #307,Cambridge,MA,02141,629999,1,1.0,Cambridge,528,,2018,6,1193,353,Active,,,http://www.redfin.com/MA/Cambridge/262-Monsignor-Blvd-02141/unit-307/home/148725732,MLS PIN,72452528,N,Y,42.3716445,-71.0809757
MLS Listing,,Condo/Co-op,14 Marie St #1,Boston,MA,02122,429000,3,1.0,Dorchester,1200,,1905,7,358,230,Active,,,http://www.redfin.com/MA/Dorchester/14-Marie-St-02122/unit-1/home/160459068,MLS PIN,72452512,N,Y,42.3058014,-71.0636355
MLS Listing,,Condo/Co-op,14 Marie St #2,Boston,MA,02122,459000,3,1.0,Dorchester,1200,,1905,7,383,230,Active,,,http://www.redfin.com/MA/Dorchester/14-Marie-St-02122/unit-2/home/160458933,MLS PIN,72452502,N,Y,42.3058014,-71.0636355
MLS Listing,,Condo/Co-op,14 Marie St #3,Boston,MA,02122,489000,3,1.0,Dorchester,1200,,1905,7,408,230,Active,,,http://www.redfin.com/MA/Dorchester/14-Marie-St-02122/unit-3/home/160458785,MLS PIN,72452494,N,Y,42.3058014,-71.0636355
MLS Listing,,Condo/Co-op,390 Commonwealth Ave #502,Boston,MA,02215,825000,2,1.0,Back Bay,934,,1900,7,883,720,Active,,,http://www.redfin.com/MA/Boston/390-Commonwealth-Ave-02215/unit-502/home/9239829,MLS PIN,72452489,N,Y,42.3485811,-71.0902534
MLS Listing,,Townhouse,64 Pinckney #1,Boston,MA,02114,620000,1,1.0,Beacon Hill,587,,1899,7,1056,193,Active,,,http://www.redfin.com/MA/Boston/64-Pinckney-St-02114/unit-1/home/9259112,MLS PIN,72452486,N,Y,42.3586973,-71.0677668
MLS Listing,,Condo/Co-op,45 Province St #1204,Boston,MA,02108,1425000,2,2.0,Midtown,1318,1318,2007,7,1081,919,Active,,,http://www.redfin.com/MA/Boston/45-Province-St-02108/unit-1204/home/39913492,MLS PIN,72452468,N,Y,42.3572317,-71.0600121
MLS Listing,,Condo/Co-op,4 Washington Ave #23,Cambridge,MA,02140,450000,1,1.0,Cambridge,433,,1929,7,1039,188,Active,,,http://www.redfin.com/MA/Cambridge/4-Washington-Ave-02140/unit-23/home/11585372,MLS PIN,72452467,N,Y,42.3842149,-71.1222682
MLS Listing,,Multi-Family (2-4 Unit),48 Havelock St,Boston,MA,02124,699999,9,3.0,Dorchester,4347,3520,1920,7,161,,Active,,,http://www.redfin.com/MA/Boston/48-Havelock-St-02124/home/9101775,MLS PIN,72452448,N,Y,42.2863394,-71.0928835
MLS Listing,,Condo/Co-op,170 Tremont St #301,Boston,MA,02111,595000,1,1.0,Midtown,532,532,1989,7,1118,445,Active,,,http://www.redfin.com/MA/Boston/170-Tremont-St-02111/unit-301/home/9232181,MLS PIN,72452428,N,Y,42.3536576,-71.063854
MLS Listing,,Condo/Co-op,285 Beacon St Unit 5B,Boston,MA,02116,1500000,2,2.0,Boston,1268,9999,1885,7,1183,512,Active,February-23-2019 12:00 PM,February-23-2019 01:30 PM,http://www.redfin.com/MA/Boston/285-Beacon-St-02116/unit-5B/home/9248651,MLS PIN,72452407,N,Y,42.3530136,-71.0804418
MLS Listing,,Condo/Co-op,285 Beacon St Unit 5A,Boston,MA,02116,1500000,1,2.0,Boston,1248,9999,1885,7,1202,512,Active,February-23-2019 12:00 PM,February-23-2019 01:30 PM,http://www.redfin.com/MA/Boston/285-Beacon-St-02116/unit-5A/home/9248647,MLS PIN,72452404,N,Y,42.3530136,-71.0804418
MLS Listing,,Condo/Co-op,21 Moon St #12,Boston,MA,02113,599000,1,1.0,North End,614,,1900,7,976,,Active,,,http://www.redfin.com/MA/Boston/21A-Moon-St-02113/unit-12/home/137607055,MLS PIN,72452401,N,Y,42.3643154,-71.0524119
MLS Listing,,Condo/Co-op,300 Commercial St #503,Boston,MA,02109,1595000,2,2.0,Waterfront,1085,1085,1900,7,1470,967,Active,,,http://www.redfin.com/MA/Boston/300-Commercial-St-02109/unit-503/home/9231563,MLS PIN,72452392,N,Y,42.3651152,-71.0514577
MLS Listing,,Multi-Family (2-4 Unit),61 Lithgow St,Boston,MA,02124,1199000,9,3.0,Boston,5334,5464,1923,7,225,,Active,,,http://www.redfin.com/MA/Boston/61-Lithgow-St-02124/home/9068487,MLS PIN,72452385,N,Y,42.2903957,-71.0678604
MLS Listing,,Multi-Family (5+ Unit),24 Saint Peter St,Boston,MA,02130,2100000,6,6.0,Boston,5184,4422,1927,7,405,,Active,,,http://www.redfin.com/MA/Jamaica-Plain/24-St-Peter-St-02130/home/9141684,MLS PIN,72452382,N,Y,42.318268,-71.107971
MLS Listing,,Condo/Co-op,285 Beacon St Unit 5A/5B,Boston,MA,02116,3000000,3,4.0,Back Bay,2516,9999,1885,7,1192,512,Active,February-23-2019 12:00 PM,February-23-2019 01:30 PM,http://www.redfin.com/MA/Boston/285-Beacon-St-02116/unit-5A-5B/home/160457211,MLS PIN,72452372,N,Y,42.3530136,-71.0804418
MLS Listing,,Condo/Co-op,444 E 8th St #1,Boston,MA,02127,745000,3,2.0,South Boston,1132,,1905,7,658,166,Active,,,http://www.redfin.com/MA/Boston/444-E-8th-St-02127/unit-1/home/9303147,MLS PIN,72452343,N,Y,42.3315669,-71.0431112
MLS Listing,,Condo/Co-op,9 Rowell St #3,Boston,MA,02125,449000,3,1.0,Dorchester's Savin Hill,1100,,1921,7,408,150,Active,,,http://www.redfin.com/MA/Dorchester/9-Rowell-St-02125/unit-3/home/148431404,MLS PIN,72452330,N,Y,42.3131836,-71.0640069
MLS Listing,,Townhouse,167 Poplar St #3,Boston,MA,02131,849900,3,2.0,Roslindale,2034,,2018,7,418,336,Active,,,http://www.redfin.com/MA/Boston/167-Poplar-St-02131/unit-3/home/160456605,MLS PIN,72452302,N,Y,42.2827269,-71.1279757
MLS Listing,,Condo/Co-op,20 Chapel St Unit C1012,Brookline,MA,02446,1300000,2,2.0,Coolidge Corner,1176,,1920,7,1105,1116,Active,,,http://www.redfin.com/MA/Brookline/20-Chapel-St-02446/unit-C1012/home/12457990,MLS PIN,72452294,N,Y,42.3410329,-71.1110021
MLS Listing,,Condo/Co-op,192 Commonwealth #4,Boston,MA,02116,4650000,3,3.5,Back Bay,2759,,1924,7,1685,1500,Active,,,http://www.redfin.com/MA/Boston/192-Commonwealth-02116/unit-4/home/160456568,MLS PIN,72452292,N,Y,42.353068,-71.0765188
MLS Listing,,Multi-Family (2-4 Unit),77 Keystone,Boston,MA,02132,799000,4,2.0,West Roxbury,1764,5662,1945,7,453,,Active,,,http://www.redfin.com/MA/West-Roxbury/77-Keystone-St-02132/home/9219208,MLS PIN,72452290,N,Y,42.2690191,-71.1649575
MLS Listing,,Multi-Family (2-4 Unit),4-6 W Cottage St,Boston,MA,02125,850000,8,4.0,Dorchester,4184,2393,1900,7,203,,Active,,,http://www.redfin.com/MA/Dorchester/4-W-Cottage-St-02125/home/160456440,MLS PIN,72452273,N,Y,42.3210161,-71.0727087
MLS Listing,,Multi-Family (5+ Unit),670 Massachusetts Ave,Boston,MA,02118,2690000,7,5.5,South End,5205,1952,1885,7,517,,Active,,,http://www.redfin.com/MA/Boston/670-Massachusetts-Ave-02118/unit-1/home/9285617,MLS PIN,72452230,N,Y,42.3359134,-71.0758475
MLS Listing,,Single Family Residential,109 Faywood Ave,Boston,MA,02128,679000,3,2.0,East Boston's Orient Heights,2473,4487,1952,7,275,,Active,,,http://www.redfin.com/MA/Boston/109-Faywood-Ave-02128/home/9109289,MLS PIN,72452213,N,Y,42.3920742,-71.0040188
MLS Listing,,Condo/Co-op,45 Province St #1506,Boston,MA,02108,1459000,2,2.0,Midtown,1405,1405,2007,7,1038,1327,Active,,,http://www.redfin.com/MA/Boston/45-Province-St-02108/unit-1506/home/39913386,MLS PIN,72452185,N,Y,42.3572317,-71.0600121
MLS Listing,,Condo/Co-op,137 Peterborough St #23,Boston,MA,02215,699900,2,1.0,The Fenway,700,,1927,7,1000,450,Active,,,http://www.redfin.com/MA/Boston/137-Peterborough-St-02215/unit-23/home/9242240,MLS PIN,72452182,N,Y,42.342922,-71.1012747
MLS Listing,,Condo/Co-op,22 Liberty Dr Unit 9D,Boston,MA,02210,4490000,2,2.5,Seaport District,1985,,2015,7,2262,2171,Active,,,http://www.redfin.com/MA/Boston/22-Liberty-Dr-02210/unit-9D/home/102398673,MLS PIN,72452149,N,Y,42.3545972,-71.0452732
MLS Listing,,Multi-Family (2-4 Unit),55 Boutwell St,Boston,MA,02122,899900,6,3.0,Dorchester,4074,5624,1925,7,221,,Active,,,http://www.redfin.com/MA/Dorchester/55-Boutwell-St-02122/home/9091290,MLS PIN,72452134,N,Y,42.2912057,-71.0525857
MLS Listing,,Condo/Co-op,6 Mayhew St #1,Boston,MA,02125,479900,2,1.0,Dorchester,828,828,1905,8,580,148,Active,,,http://www.redfin.com/MA/Boston/6-Mayhew-St-02125/unit-1/home/12431487,MLS PIN,72452104,N,Y,42.3220253,-71.060734
MLS Listing,,Condo/Co-op,67 Cottage St #2,Boston,MA,02128,429000,1,1.0,East Boston's Jeffries Point,558,,1899,8,769,225,Active,,,http://www.redfin.com/MA/Boston/67-Cottage-St-02128/unit-2/home/160455512,MLS PIN,72452102,N,Y,42.3695431,-71.0200613
MLS Listing,,Townhouse,3 Beauford Ln #3,Boston,MA,02125,279900,3,1.5,Boston,1092,1092,1990,8,256,125,Active,,,http://www.redfin.com/MA/Boston/3-Beauford-Ln-02125/unit-3/home/148353228,MLS PIN,72452099,N,Y,42.3161622,-71.0764492
MLS Listing,,Single Family Residential,194 London St,Boston,MA,02128,499900,4,1.5,Central/Maverick Square,1620,840,1900,8,309,,Active,,,http://www.redfin.com/MA/Boston/194-London-St-02128/home/9117439,MLS PIN,72452070,N,Y,42.3752798,-71.0370251
MLS Listing,,Condo/Co-op,197 Eighth Ph 201,Boston,MA,02129,1895000,2,2.5,Charlestown's Navy Yard,2360,,1989,8,803,2144,Active,,,http://www.redfin.com/MA/Boston/197-8th-St-02129/unit-201/home/9050706,MLS PIN,72452048,N,Y,42.3733848,-71.0519798
MLS Listing,,Condo/Co-op,148 Brookside Ave Unit A,Boston,MA,02130,699000,3,2.0,Jamaica Plain,1248,,1998,8,560,320,Active,,,http://www.redfin.com/MA/Jamaica-Plain/148-Brookside-Ave-02130/unit-A/home/9299933,MLS PIN,72452045,N,Y,42.3097082,-71.1065783
MLS Listing,,Condo/Co-op,6 Canal Park #202,Cambridge,MA,02141,1200000,2,2.0,East Cambridge,1238,,1986,8,969,767,Active,,,http://www.redfin.com/MA/Cambridge/6-Canal-Park-02141/unit-202/home/11550357,MLS PIN,72452038,N,Y,42.3696481,-71.0749309
MLS Listing,,Condo/Co-op,12 Houghton St #2,Boston,MA,02122,419999,3,1.0,Dorchester,932,932,1910,8,451,250,Active,,,http://www.redfin.com/MA/Dorchester/12-Houghton-St-02122/unit-2/home/9305402,MLS PIN,72452007,N,Y,42.2958216,-71.0526321
MLS Listing,,Condo/Co-op,9 Rowell St #1,Boston,MA,02125,425000,3,1.0,Dorchester's Savin Hill,1100,,1921,8,386,140,Active,,,http://www.redfin.com/MA/Dorchester/9-Rowell-St-02125/unit-1/home/148431423,MLS PIN,72451952,N,Y,42.3131836,-71.0640069
MLS Listing,,Condo/Co-op,832 E 2Nd St #3,Boston,MA,02127,679000,2,2.0,South Boston,829,829,1890,8,819,160,Active,,,http://www.redfin.com/MA/Boston/832-E-2nd-St-02127/unit-3/home/39660429,MLS PIN,72451889,N,Y,42.3375728,-71.0300789
MLS Listing,,Condo/Co-op,50 Commonwealth Ave #901,Boston,MA,02116,1595000,2,2.0,Back Bay,1225,,1926,8,1302,824,Active,,,http://www.redfin.com/MA/Boston/50-Commonwealth-Ave-02116/unit-901/home/9264444,MLS PIN,72451870,N,Y,42.3525431,-71.0739541
MLS Listing,,Condo/Co-op,80 Broad St #406,Boston,MA,02110,739000,1,1.0,Midtown,760,,2016,8,972,612,Active,,,http://www.redfin.com/MA/Boston/80-Broad-St-02110/unit-406/home/12440003,MLS PIN,72451838,N,Y,42.35771,-71.0528312
MLS Listing,,Multi-Family (2-4 Unit),82 Claybourne,Boston,MA,02124,725000,4,3.0,Dorchester,3015,5296,1895,8,240,,Active,,,http://www.redfin.com/MA/Boston/82-Claybourne-St-02124/home/9068639,MLS PIN,72451815,N,Y,42.2970452,-71.0711102
MLS Listing,,Condo/Co-op,4 City Point Ct #4,Boston,MA,02127,724900,3,1.0,South Boston,1635,1635,1900,8,443,175,Active,,,http://www.redfin.com/MA/Boston/4-City-Point-Ct-02127/unit-4/home/9302513,MLS PIN,72451795,N,Y,42.3382382,-71.0286047
MLS Listing,,Single Family Residential,11 Hartford St,Boston,MA,02125,650000,6,2.5,Roxbury/Dorchester Line,3014,6263,1900,8,216,,Active,,,http://www.redfin.com/MA/Boston/11-Hartford-St-02125/home/9071806,MLS PIN,72451792,N,Y,42.3175362,-71.0736172
MLS Listing,,Single Family Residential,18 Linden St,Boston,MA,02127,979900,3,2.0,South Boston,1868,1462,1900,8,525,,Active,February-23-2019 12:00 PM,February-23-2019 01:30 PM,http://www.redfin.com/MA/Boston/18-Linden-St-02127/home/9191556,MLS PIN,72451744,N,Y,42.3339469,-71.0451107
