SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Parking,80 Broad St Unit Parking 52,Boston,MA,02110,115000,,,Financial District,,,2006,15,,,Active,,,http://www.redfin.com/MA/Boston/80-Broad-St-02110/unit-Parking-52/home/160388199,MLS PIN,72449115,N,Y,42.3576872,-71.0528178
MLS Listing,,Condo/Co-op,4 Battery Wharf #4307,Boston,MA,02109,1695000,2,2.0,Waterfront,1223,,2004,15,1386,1977,Active,February-24-2019 11:30 AM,February-24-2019 01:00 PM,http://www.redfin.com/MA/Boston/4-Battery-Wharf-02109/unit-4307/home/39656299,MLS PIN,72449100,N,Y,42.3669464,-71.0506554
MLS Listing,,Condo/Co-op,309 E St #35,Boston,MA,02127,985000,2,2.0,South Boston,1237,,2015,15,796,450,Active,,,http://www.redfin.com/MA/Boston/309-E-St-02127/unit-35/home/67371848,MLS PIN,72449054,N,Y,42.3371686,-71.0495412
MLS Listing,,Townhouse,19 Barry St #19,Boston,MA,02136,279000,2,1.5,Boston,980,,1985,15,285,250,Active,,,http://www.redfin.com/MA/Boston/19-Barry-St-02136/unit-19/home/160387416,MLS PIN,72449013,N,Y,42.253869,-71.1274339
MLS Listing,,Condo/Co-op,500 Atlantic Ave Unit 19F,Boston,MA,02210,2250000,2,2.5,Waterfront,1868,,2006,15,1204,2214,Active,,,http://www.redfin.com/MA/Boston/500-Atlantic-Ave-02210/unit-19F/home/12440163,MLS PIN,72448998,N,Y,42.3539101,-71.0518955
MLS Listing,,Condo/Co-op,705 E Broadway #2,Boston,MA,02127,519000,1,1.0,South Boston,672,,1899,15,772,179,Active,,,http://www.redfin.com/MA/Boston/705-E-Broadway-02127/unit-2/home/9185695,MLS PIN,72448978,N,Y,42.3353782,-71.0371479
MLS Listing,,Condo/Co-op,505 Tremont #608,Boston,MA,02116,2525000,2,2.5,South End,1666,,2003,15,1516,2113,Active,,,http://www.redfin.com/MA/Boston/505-Tremont-St-02116/unit-608/home/137486335,MLS PIN,72448907,N,Y,42.3450221,-71.0703915
MLS Listing,,Condo/Co-op,21 Wormwood St #201,Boston,MA,02210,1150000,1,1.0,Seaport District,1150,1150,1900,15,1000,376,Active,,,http://www.redfin.com/MA/Boston/21-Wormwood-St-02210/unit-201/home/11837427,MLS PIN,72448897,N,Y,42.3469839,-71.0502336
MLS Listing,,Condo/Co-op,400 stuart Unit 26E,Boston,MA,02116,6100000,4,4.5,Back Bay,2495,,2007,15,2445,3137,Active,,,http://www.redfin.com/MA/Boston/400-Stuart-St-02116/unit-26E/home/17177982,MLS PIN,72448856,N,Y,42.3488635,-71.0736183
MLS Listing,,Condo/Co-op,195 Beacon St #10,Boston,MA,02116,624900,1,1.0,Back Bay,458,458,1905,16,1364,221,Active,February-23-2019 12:00 PM,February-23-2019 02:00 PM,http://www.redfin.com/MA/Boston/195-Beacon-St-02116/unit-10/home/11838783,MLS PIN,72448832,N,Y,42.3540791,-71.0764697
MLS Listing,,Single Family Residential,3 Pulaski Ave,Boston,MA,02127,500000,4,1.0,South Boston,1680,540,1890,16,298,,Active,,,http://www.redfin.com/MA/Boston/3-Pulaski-Ave-02127/home/9194835,MLS PIN,72448804,N,Y,42.3368632,-71.0463891
MLS Listing,,Single Family Residential,83 Blake St,Boston,MA,02136,519000,5,2.0,Boston,1883,5575,1920,16,276,,Active,,,http://www.redfin.com/MA/Boston/83-Blake-St-02136/home/160384512,MLS PIN,72448798,N,Y,42.2527785,-71.1299976
MLS Listing,,Single Family Residential,88 Myrtle St,Boston,MA,02114,3200000,5,4.5,Beacon Hill,2966,1134,1840,17,1079,,Active,,,http://www.redfin.com/MA/Boston/88-Myrtle-St-02114/home/9236474,MLS PIN,72448731,N,Y,42.3591988,-71.0674773
MLS Listing,,Multi-Family (2-4 Unit),85 Capen St,Boston,MA,02124,499000,5,2.0,Boston,2330,3283,1910,17,214,,Active,,,http://www.redfin.com/MA/Boston/85-Capen-St-02124/home/9088823,MLS PIN,72448700,N,Y,42.2813985,-71.0796061
MLS Listing,,Single Family Residential,17 Capen St,Boston,MA,02124,589000,5,3.5,Dorchester,2600,3693,1910,17,227,,Active,,,http://www.redfin.com/MA/Boston/17-Capen-St-02124/home/9104790,MLS PIN,72448660,N,Y,42.2835398,-71.0810453
MLS Listing,,Condo/Co-op,353 Summer #306,Somerville,MA,02144,1049900,2,2.0,Somerville,1086,,2018,17,967,574,Active,,,http://www.redfin.com/MA/Somerville/353-Summer-St-02144/unit-306/home/146501690,MLS PIN,72448617,N,Y,42.3937819,-71.1197724
MLS Listing,,Multi-Family (2-4 Unit),51 Charles St,Boston,MA,02122,1250000,15,4.5,Dorchester,5043,3440,1920,18,248,,Active,,,http://www.redfin.com/MA/Dorchester/51-Charles-St-02122/home/9065152,MLS PIN,72448598,N,Y,42.3001295,-71.0641462
MLS Listing,,Condo/Co-op,11 Foster #1,Boston,MA,02109,445000,1,1.0,North End,520,520,1910,18,856,195,Active,,,http://www.redfin.com/MA/Boston/11-Foster-St-02109/unit-1/home/9272292,MLS PIN,72448525,N,Y,42.3673993,-71.0542061
MLS Listing,,Multi-Family (2-4 Unit),182 W 7Th St,Boston,MA,02127,1800000,5,5.0,South Boston,2100,1368,1890,18,857,,Active,,,http://www.redfin.com/MA/Boston/182-W-7th-St-02127/home/9195699,MLS PIN,72448313,N,Y,42.3346539,-71.0510539
MLS Listing,,Single Family Residential,25 Whitford,Boston,MA,02131,599000,3,1.0,Roslindale,1535,5050,1929,18,390,,Active,,,http://www.redfin.com/MA/Roslindale/25-Whitford-St-02131/home/9176237,MLS PIN,72448295,N,Y,42.2805412,-71.1289068
MLS Listing,,Vacant Land,0 Harvard St,Boston,MA,02126,1750000,,,Mattapan,,284296,,18,,,Active,,,http://www.redfin.com/MA/Boston/0-Harvard-St-02126/home/144869124,MLS PIN,72448238,N,Y,42.2993745,-71.0736601
MLS Listing,,Condo/Co-op,583 Massachusetts Ave #5,Boston,MA,02118,860000,2,2.0,South End,1038,,1820,19,829,303,Active,,,http://www.redfin.com/MA/Boston/583-Massachusetts-Ave-02118/unit-5/home/21626768,MLS PIN,72448136,N,Y,42.3373404,-71.0784773
MLS Listing,,Single Family Residential,370 Corey St,Boston,MA,02132,593000,3,1.5,West Roxbury,1323,3786,1966,19,448,,Active,,,http://www.redfin.com/MA/West-Roxbury/370-Corey-St-02132/home/9207316,MLS PIN,72448088,N,Y,42.2947726,-71.1653909
MLS Listing,,Condo/Co-op,17 Savoy St Unit D110,Boston,MA,02118,1849000,3,2.5,South End,1678,1678,2002,19,1102,925,Active,,,http://www.redfin.com/MA/Boston/17-Savoy-St-02118/unit-D110/home/9319941,MLS PIN,72448012,N,Y,42.3415071,-71.067762
MLS Listing,,Condo/Co-op,7 E Springfield Unit 2A,Boston,MA,02118,1095000,2,2.0,South End,1044,,2018,19,1049,406,Active,,,http://www.redfin.com/MA/Boston/7-E-Springfield-St-02118/unit-2A/home/144864808,MLS PIN,72447992,N,Y,42.3367484,-71.0762626
MLS Listing,,Condo/Co-op,7 E Springfield St Ph 6,Boston,MA,02118,2595000,3,3.0,South End,1862,,2018,19,1394,981,Active,,,http://www.redfin.com/MA/Boston/7-E-Springfield-St-02118/unit-6/home/146983668,MLS PIN,72447990,N,Y,42.3367484,-71.0762626
MLS Listing,,Condo/Co-op,18 Filomena Rd #2,Boston,MA,02131,530000,3,2.0,Roslindale,1305,1305,1960,19,406,180,Active,,,http://www.redfin.com/MA/Boston/18-Filomena-Rd-02131/unit-2/home/21717967,MLS PIN,72447957,N,Y,42.2831891,-71.1325461
MLS Listing,,Condo/Co-op,121 Portland St #608,Boston,MA,02114,1200000,2,2.0,Beacon Hill,1018,,2017,19,1179,865,Active,,,http://www.redfin.com/MA/Boston/121-Portland-St-02114/unit-608/home/143821860,MLS PIN,72447874,N,Y,42.3635507,-71.0604554
MLS Listing,,Condo/Co-op,299 MINOT St #02,Boston,MA,02124,549900,3,2.0,Dorchester's Ashmont,1664,3421,1910,19,330,261,Active,,,http://www.redfin.com/MA/Boston/299-Minot-St-02124/unit-2/home/147834085,MLS PIN,72447799,N,Y,42.283599,-71.059963
MLS Listing,,Condo/Co-op,48 S Fairview St #1,Boston,MA,02131,409900,2,1.0,Roslindale,860,,1900,19,477,170,Active,February-24-2019 12:00 PM,February-24-2019 01:30 PM,http://www.redfin.com/MA/Roslindale/48-S-Fairview-St-02131/unit-1/home/9325244,MLS PIN,72447787,N,Y,42.2871363,-71.133363
MLS Listing,,Single Family Residential,57 Reed St #57,Cambridge,MA,02140,1345000,3,3.5,North Cambridge,2088,6000,1897,19,644,150,Active,,,http://www.redfin.com/MA/Cambridge/57-Reed-St-02140/unit-57/home/160364954,MLS PIN,72447771,N,Y,42.3949946,-71.1319357
MLS Listing,,Townhouse,1682 Washington St #2,Boston,MA,02118,889000,1,1.5,South End,995,,1859,19,893,366,Active,,,http://www.redfin.com/MA/Boston/1682-Washington-St-02118/unit-2/home/9302342,MLS PIN,72447756,N,Y,42.3371242,-71.0754957
MLS Listing,,Condo/Co-op,481 Harrison Ave Unit 3B,Boston,MA,02118,2350000,3,2.0,South End,1687,,2016,19,1393,1028,Active,,,http://www.redfin.com/MA/Boston/481-Harrison-Ave-02118/unit-3B/home/108319432,MLS PIN,72447723,N,Y,42.342069,-71.066698
MLS Listing,,Condo/Co-op,90 Commonwealth Ave #8,Boston,MA,02116,1375000,2,2.0,Back Bay,1339,1339,1925,19,1027,1070,Active,,,http://www.redfin.com/MA/Boston/90-Commonwealth-Ave-02116/unit-8/home/9264108,MLS PIN,72447710,N,Y,42.3520742,-71.0756695
MLS Listing,,Multi-Family (2-4 Unit),268-270 Wood Ave,Boston,MA,02136,629000,4,4.0,Hyde Park,3032,6472,1920,20,207,,Active,,,http://www.redfin.com/MA/Boston/268-Wood-Ave-02136/home/146436244,MLS PIN,72447673,N,Y,42.2649139,-71.1097306
MLS Listing,,Condo/Co-op,23 Dix St #1,Boston,MA,02122,545000,2,2.0,Dorchester,1060,7500,1930,20,514,300,Active,,,http://www.redfin.com/MA/Dorchester/23-Dix-St-02122/unit-1/home/160362256,MLS PIN,72447660,N,Y,42.295087,-71.0604111
MLS Listing,,Condo/Co-op,33 Pond Ave #724,Brookline,MA,02445,739000,2,2.0,Brookline,1050,357192,1968,20,704,1010,Active,,,http://www.redfin.com/MA/Brookline/33-Pond-Ave-02445/unit-724/home/11486803,MLS PIN,72447613,N,Y,42.3313518,-71.1140979
MLS Listing,,Multi-Family (2-4 Unit),331-333 Fuller St,Boston,MA,02124,775000,10,4.0,Dorchester's Lower Mills,3331,5060,1920,20,233,,Active,,,http://www.redfin.com/MA/Boston/331-Fuller-St-02124/home/9088915,MLS PIN,72447593,N,Y,42.2801125,-71.0809647
MLS Listing,,Multi-Family (2-4 Unit),375 Hyde Park Ave,Boston,MA,02131,949000,5,3.0,Roslindale,3209,4006,1880,20,296,,Active,,,http://www.redfin.com/MA/Roslindale/375-Hyde-Park-Ave-02131/home/9178761,MLS PIN,72447580,N,Y,42.2877786,-71.1187872
MLS Listing,,Condo/Co-op,298 Bunker Hill St #3,Boston,MA,02129,685000,2,1.0,Charlestown,947,,1880,20,723,185,Active,,,http://www.redfin.com/MA/Charlestown/298-Bunker-Hill-St-02129/unit-3/home/160360453,MLS PIN,72447562,N,Y,42.3804262,-71.0660208
MLS Listing,,Condo/Co-op,621 E First St Unit C1,Boston,MA,02127,1975000,3,2.0,South Boston,2098,,2017,20,941,457,Active,,,http://www.redfin.com/MA/Boston/621-E-1st-St-02127/unit-C1/home/113859045,MLS PIN,72447558,N,Y,42.3379219,-71.0345943
MLS Listing,,Condo/Co-op,112 Pinckney St #42,Boston,MA,02114,1049000,2,1.0,Beacon Hill,993,993,1910,20,1056,575,Active,,,http://www.redfin.com/MA/Boston/112-Pinckney-St-02114/unit-42/home/9255439,MLS PIN,72447523,N,Y,42.3585987,-71.0720037
MLS Listing,,Condo/Co-op,55-57 Reed St #57,Cambridge,MA,02140,1345000,3,3.5,North Cambridge,2088,,1897,20,644,150,Active,,,http://www.redfin.com/MA/Cambridge/55-Reed-St-02140/unit-57/home/160360245,MLS PIN,72447522,N,Y,42.3950066,-71.1320111
MLS Listing,,Condo/Co-op,36 E Newton St #3,Boston,MA,02118,515000,1,1.0,South End,450,450,1925,20,1144,283,Active,,,http://www.redfin.com/MA/Boston/36-E-Newton-St-02118/unit-3/home/9285012,MLS PIN,72447497,N,Y,42.3379877,-71.0723858
MLS Listing,,Condo/Co-op,42 Vinton St Unit C,Boston,MA,02127,679000,2,2.0,South Boston,860,,1905,20,790,169,Active,,,http://www.redfin.com/MA/Boston/42-Vinton-St-02127/unit-C/home/160359184,MLS PIN,72447341,N,Y,42.3294243,-71.0532473
MLS Listing,,Condo/Co-op,61 Walk Hill St #2,Boston,MA,02130,489000,2,1.0,Boston,912,912,1920,20,536,244,Active,,,http://www.redfin.com/MA/Boston/61-Walk-Hill-St-02130/unit-2/home/9151831,MLS PIN,72447338,N,Y,42.2937835,-71.1145451
MLS Listing,,Condo/Co-op,4975 Washington St #113,Boston,MA,02132,359000,2,2.0,West Roxbury,1055,1055,1986,20,340,492,Active,,,http://www.redfin.com/MA/Boston/4975-Washington-St-02132/unit-113/home/9200596,MLS PIN,72447299,N,Y,42.2678445,-71.151211
MLS Listing,,Condo/Co-op,72 Strathmore Rd Unit A,Boston,MA,02135,410000,1,1.0,Brighton,760,,1910,20,539,332,Active,,,http://www.redfin.com/MA/Boston/72-Strathmore-Rd-02135/unit-A/home/9028407,MLS PIN,72447259,N,Y,42.3385887,-71.1490495
MLS Listing,,Single Family Residential,71 Burton St,Boston,MA,02135,598000,3,1.0,Brighton,1200,3837,1950,20,498,,Active,,,http://www.redfin.com/MA/Brighton/71-Burton-St-02135/home/9034033,MLS PIN,72447184,N,Y,42.3553167,-71.1711928
MLS Listing,,Condo/Co-op,65-67 Victoria St #67,Somerville,MA,02144,1225000,3,3.0,Somerville,1932,3484,1920,21,634,200,Active,,,http://www.redfin.com/MA/Somerville/65-Victoria-St-02144/unit-67/home/160356060,MLS PIN,72447165,N,Y,42.4040232,-71.1332702
MLS Listing,,Single Family Residential,40 Bradford St,Boston,MA,02118,3300000,3,3.5,South End,2184,940,1890,21,1511,,Active,,,http://www.redfin.com/MA/Boston/40-Bradford-St-02118/home/9281271,MLS PIN,72447133,N,Y,42.3430082,-71.068371
MLS Listing,,Multi-Family (2-4 Unit),20-22 Maverick St,Boston,MA,02128,975000,4,2.5,East Boston,3190,1040,1930,21,306,,Active,,,http://www.redfin.com/MA/Boston/20-22-Maverick-St-02128/home/145625626,MLS PIN,72447128,N,Y,42.3716545,-71.0420463
MLS Listing,,Multi-Family (2-4 Unit),21 White St,Boston,MA,02128,689000,7,3.5,East Boston,2160,1860,1880,21,319,,Active,,,http://www.redfin.com/MA/Boston/21-White-St-02128/home/9120907,MLS PIN,72447115,N,Y,42.380339,-71.038115
MLS Listing,,Condo/Co-op,201 Byron St #1,Boston,MA,02128,399000,1,1.0,East Boston's Orient Heights,705,,1900,21,566,285,Active,,,http://www.redfin.com/MA/Boston/201-Byron-St-02128/unit-1/home/160353455,MLS PIN,72447111,N,Y,42.3811328,-71.0148958
MLS Listing,,Condo/Co-op,201 Byron St #2,Boston,MA,02128,419000,1,1.0,East Boston's Orient Heights,788,,1900,21,532,309,Active,,,http://www.redfin.com/MA/Boston/201-Byron-St-02128/unit-2/home/160353328,MLS PIN,72447107,N,Y,42.3811328,-71.0148958
MLS Listing,,Multi-Family (2-4 Unit),15 Hansborough St,Boston,MA,02124,899900,9,3.0,Boston,4455,4000,1905,21,202,,Active,,,http://www.redfin.com/MA/Boston/15-Hansborough-St-02124/home/9099851,MLS PIN,72447103,N,Y,42.2881945,-71.0911194
MLS Listing,,Townhouse,199 W 2Nd St #199,Boston,MA,02127,1750000,3,3.0,South Boston,1743,,2015,21,1004,200,Active,,,http://www.redfin.com/MA/Boston/199-W-2nd-St-02127/unit-199/home/102300456,MLS PIN,72447072,N,Y,42.3412311,-71.0512065
MLS Listing,,Condo/Co-op,21 Glenwood Ave #21,Cambridge,MA,02139,1380000,3,3.5,Cambridgeport,1496,,1903,21,922,250,Active,February-24-2019 12:00 PM,February-24-2019 02:00 PM,http://www.redfin.com/MA/Cambridge/21-Glenwood-Ave-02139/unit-21/home/160345553,MLS PIN,72447048,N,Y,42.357016,-71.1120202
MLS Listing,,Single Family Residential,208 Beacon St,Boston,MA,02116,14900000,8,6.5,Back Bay,6771,3000,1863,21,2201,,Active,,,http://www.redfin.com/MA/Boston/208-Beacon-St-02116/home/9249656,MLS PIN,72447039,N,Y,42.3541846,-71.0781669
MLS Listing,,Condo/Co-op,133 Seaport Blvd #808,Boston,MA,02210,2238500,2,2.5,Seaport District,1496,,2019,21,1496,1547,Active,,,http://www.redfin.com/MA/Boston/133-Seaport-Blvd-02210/unit-808/home/147045156,MLS PIN,72447000,N,Y,42.3508925,-71.0435336
MLS Listing,,Condo/Co-op,133 Seaport Blvd #1201,Boston,MA,02210,1115700,1,1.0,Seaport District,672,,2019,21,1660,687,Active,,,http://www.redfin.com/MA/Boston/133-Seaport-Blvd-02210/unit-1201/home/160341294,MLS PIN,72446998,N,Y,42.3506288,-71.0433311
MLS Listing,,Condo/Co-op,133 Seaport Blvd #1608,Boston,MA,02210,2575000,2,2.5,Seaport District,1496,,2019,21,1721,1675,Active,,,http://www.redfin.com/MA/Boston/133-Seaport-Blvd-02210/unit-1608/home/160341292,MLS PIN,72446996,N,Y,42.3506288,-71.0433311
MLS Listing,,Condo/Co-op,133 Seaport Blvd Ph 1B,Boston,MA,02210,4995000,3,2.5,Seaport District,2011,,2019,21,2484,2798,Active,,,http://www.redfin.com/MA/Boston/133-Seaport-Blvd-02210/unit-1B/home/160341158,MLS PIN,72446992,N,Y,42.3506288,-71.0433311
MLS Listing,,Single Family Residential,159 &165 Everett St,Boston,MA,02128,999000,3,2.0,Jeffries point,2302,2250,1910,21,434,,Active,,,http://www.redfin.com/MA/Boston/165-Everett-St-02128/home/160338403,MLS PIN,72446950,N,Y,42.366271,-71.0321033
MLS Listing,,Single Family Residential,8 Traill St,Cambridge,MA,02138,10800000,6,6.0,Cambridge,8264,17503,1893,21,1307,,Active,,,http://www.redfin.com/MA/Cambridge/8-Traill-St-02138/home/11591337,MLS PIN,72446934,N,Y,42.3762395,-71.1369141
MLS Listing,,Condo/Co-op,1723 Washington St #306,Boston,MA,02118,925000,2,2.0,South End,1043,,2001,21,887,566,Active,,,http://www.redfin.com/MA/Boston/1723-Washington-St-02118/unit-306/home/40398913,MLS PIN,72446889,N,Y,42.3368113,-71.0768719
MLS Listing,,Condo/Co-op,50 Liberty Dr Unit 12A,Boston,MA,02210,5200000,2,2.5,Seaport District,2036,,2015,21,2554,3212,Active,,,http://www.redfin.com/MA/Boston/50-Liberty-Dr-02210/unit-12A/home/160332483,MLS PIN,72446862,N,Y,42.3542329,-71.0444207
MLS Listing,,Multi-Family (5+ Unit),5245-5251 Washington St,Boston,MA,02132,1975000,18,18.0,West Roxbury,18526,14904,1900,21,107,,Active,,,http://www.redfin.com/MA/West-Roxbury/5245-Washington-St-02132/home/9220973,MLS PIN,72446803,N,Y,42.2601929,-71.1588463
MLS Listing,,Multi-Family (2-4 Unit),477 Meridian St,Boston,MA,02128,999900,9,3.0,East Boston,3663,2250,1900,22,273,,Active,,,http://www.redfin.com/MA/Boston/477-Meridian-St-02128/home/9108771,MLS PIN,72446687,N,Y,42.383071,-71.0390847
MLS Listing,,Condo/Co-op,2 Avery St Ph 2B,Boston,MA,02111,7995000,3,3.5,Midtown,4300,,2001,22,1859,6828,Active,,,http://www.redfin.com/MA/Boston/2-Avery-St-02111/unit-2B/home/9313301,MLS PIN,72446664,N,Y,42.3528703,-71.0629976
MLS Listing,,Condo/Co-op,456 Beacon St #4,Boston,MA,02115,625000,1,1.0,Back Bay,678,678,1910,22,922,447,Active,,,http://www.redfin.com/MA/Boston/456-Beacon-St-02115/unit-4/home/9239200,MLS PIN,72446571,N,Y,42.3516431,-71.0877113
