n_neighborhoods,n_estimators,kernel_bandwidth,kernel_type,max_depth,train_score,test_score
7,55,0.008466073873307639,exponential,3,34.99904372435596,37.24602237128036
9,38,0.0005490732719350505,tophat,3,34.514548707917356,37.266146655419846
11,93,0.004312701203074871,exponential,3,35.116896696998225,37.2780081127768
11,86,0.00806881952497325,gaussian,3,34.73547224185532,37.295535306434516
9,142,0.0012816632560427774,gaussian,3,35.200554761304886,37.30329706363017
11,124,0.008368683085886258,gaussian,3,34.986528464717736,37.306014877082575
11,73,0.0019808156266483555,tophat,3,34.95297248065016,37.317407152632995
5,70,0.00282180341060924,gaussian,3,34.88725132780587,37.319939891886065
5,87,0.006566084773511579,tophat,3,35.1330551111009,37.412213097414565
10,73,0.0036857231257388535,gaussian,3,34.800525701532706,37.4234948006486
7,21,0.008755498811946365,exponential,3,35.099993682052215,37.519039013848385
9,146,0.0026753942408572805,exponential,3,34.87036295523271,37.56138018798421
8,22,0.004405945691833807,gaussian,3,34.74842733627568,37.64371090725653
