model_type,train_rmse,train_mape,valid_rmse,valid_mape,feature_type,log_transform
elastic_net,56.06024094255448,38.542923554240275,53.979111802761736,39.03470761708729,simple,False
elastic_net,61.05299064779254,36.484305305811574,58.03882720920221,36.484305305811574,simple,True
elastic_net,53.69967472001575,36.83963867397556,51.09646366443748,36.27961697345518,full,False
elastic_net,61.05299064779254,36.484305305811574,58.03882720920221,36.484305305811574,full,True
