model_type,train_rmse,train_mape,valid_rmse,valid_mape,feature_type,log_transform
random_forest,46.11973971011899,32.5893138027746,53.3024208620163,38.74019155574763,simple,False
random_forest,47.00804741019985,31.72978485473851,53.61137616663148,36.997373010810946,simple,True
random_forest,43.842290855568805,30.74734469978526,52.7360486447547,37.977905775082874,full,False
random_forest,45.16333089982482,30.34307432605948,53.26902555188852,36.92482806909055,full,True
